"TIME","CH1","CH2","CH3"
-5.940e-03,-1.18,3.9,3.32
-5.938e-03,-1.16,3.9,3.4
-5.936e-03,-1.18,3.7,3.32
-5.934e-03,-1.16,3.5,3.36
-5.932e-03,-1.18,3.7,3.4
-5.930e-03,-1.18,3.9,3.4
-5.928e-03,-1.18,3.8,3.28
-5.926e-03,-1.18,3.7,3.36
-5.924e-03,-1.12,3.9,3.4
-5.922e-03,-1.14,3.7,3.4
-5.920e-03,-1.14,3.8,3.32
-5.918e-03,-1.18,3.7,3.36
-5.916e-03,-1.16,3.7,3.4
-5.914e-03,-1.16,3.5,3.32
-5.912e-03,-1.14,3.7,3.36
-5.910e-03,-1.18,3.8,3.48
-5.908e-03,-1.08,3.7,3.4
-5.906e-03,-1.14,3.7,3.48
-5.904e-03,-1.2,3.7,3.36
-5.902e-03,-1.16,3.9,3.36
-5.900e-03,-1.18,3.7,3.4
-5.898e-03,-1.14,3.6,3.4
-5.896e-03,-1.12,3.6,3.44
-5.894e-03,-1.18,3.7,3.44
-5.892e-03,-1.14,3.9,3.4
-5.890e-03,-1.1,3.8,3.4
-5.888e-03,-1.1,3.8,3.44
-5.886e-03,-1.22,3.7,3.4
-5.884e-03,-1.18,3.8,3.4
-5.882e-03,-1.14,3.7,3.48
-5.880e-03,-1.14,3.8,3.4
-5.878e-03,-1.14,3.7,3.4
-5.876e-03,-1.18,3.5,3.32
-5.874e-03,-1.12,3.9,3.4
-5.872e-03,-1.18,3.9,3.52
-5.870e-03,-1.1,3.5,3.36
-5.868e-03,-1.14,3.7,3.44
-5.866e-03,-1.14,3.9,3.36
-5.864e-03,-1.12,3.6,3.4
-5.862e-03,-1.14,3.8,3.4
-5.860e-03,-1.14,3.8,3.36
-5.858e-03,-1.14,3.6,3.4
-5.856e-03,-1.08,3.7,3.36
-5.854e-03,-1.1,3.6,3.4
-5.852e-03,-1.12,3.8,3.4
-5.850e-03,-1.18,3.6,3.36
-5.848e-03,-1.2,3.4,3.44
-5.846e-03,-1.18,3.8,3.4
-5.844e-03,-1.06,3.9,3.4
-5.842e-03,-1.1,3.8,3.4
-5.840e-03,-1.12,3.6,3.4
-5.838e-03,-1.14,3.6,3.36
-5.836e-03,-1.1,3.6,3.4
-5.834e-03,-1.06,3.6,3.48
-5.832e-03,-1.2,3.9,3.44
-5.830e-03,-1.16,3.7,3.36
-5.828e-03,-1.18,3.8,3.44
-5.826e-03,-1.14,3.8,3.36
-5.824e-03,-1.12,3.5,3.4
-5.822e-03,-1.16,3.7,3.44
-5.820e-03,-1.16,3.8,3.44
-5.818e-03,-1.16,3.7,3.36
-5.816e-03,-1.08,3.6,3.52
-5.814e-03,-1.14,3.8,3.44
-5.812e-03,-1.08,3.8,3.44
-5.810e-03,-1.06,3.6,3.4
-5.808e-03,-1.14,3.6,3.4
-5.806e-03,-1.16,3.6,3.44
-5.804e-03,-1.04,3.5,3.4
-5.802e-03,-1.1,3.9,3.48
-5.800e-03,-1.12,3.7,3.32
-5.798e-03,-1.14,3.7,3.4
-5.796e-03,-1.1,3.9,3.44
-5.794e-03,-1.06,3.9,3.52
-5.792e-03,-1.12,3.8,3.44
-5.790e-03,-1.16,3.8,3.44
-5.788e-03,-1.08,3.6,3.52
-5.786e-03,-1.1,3.6,3.48
-5.784e-03,-1.1,3.7,3.52
-5.782e-03,-1.1,3.8,3.44
-5.780e-03,-1.1,3.7,3.44
-5.778e-03,-1.06,3.6,3.48
-5.776e-03,-1.1,3.6,3.4
-5.774e-03,-1.1,3.6,3.4
-5.772e-03,-1.08,3.6,3.48
-5.770e-03,-1.12,3.6,3.48
-5.768e-03,-1.04,3.7,3.48
-5.766e-03,-1.12,3.9,3.52
-5.764e-03,-1.08,3.7,3.44
-5.762e-03,-1.08,3.9,3.44
-5.760e-03,-1.16,3.9,3.52
-5.758e-03,-1.06,3.6,3.48
-5.756e-03,-1.16,3.7,3.48
-5.754e-03,-1.08,3.9,3.44
-5.752e-03,-1.06,3.6,3.56
-5.750e-03,-1.08,3.6,3.44
-5.748e-03,-1.08,3.7,3.48
-5.746e-03,-1.04,3.8,3.4
-5.744e-03,-1.06,3.6,3.52
-5.742e-03,-1.08,3.7,3.48
-5.740e-03,-1.06,3.7,3.52
-5.738e-03,-1.14,3.7,3.44
-5.736e-03,-1.08,3.7,3.4
-5.734e-03,-0.98,3.6,3.52
-5.732e-03,-1.08,3.8,3.44
-5.730e-03,-1.06,3.9,3.52
-5.728e-03,-1.06,3.7,3.52
-5.726e-03,-1.04,3.9,3.48
-5.724e-03,-1.06,3.7,3.48
-5.722e-03,-1.06,3.7,3.52
-5.720e-03,-1.08,3.8,3.56
-5.718e-03,-1.1,3.7,3.44
-5.716e-03,-1.06,3.7,3.56
-5.714e-03,-1.14,3.9,3.48
-5.712e-03,-1.04,3.9,3.44
-5.710e-03,-1.1,3.9,3.48
-5.708e-03,-1.1,3.8,3.52
-5.706e-03,-1.06,3.9,3.48
-5.704e-03,-1.08,3.9,3.48
-5.702e-03,-1.12,3.7,3.56
-5.700e-03,-1.06,3.9,3.64
-5.698e-03,-1.12,3.9,3.48
-5.696e-03,-1.12,3.9,3.48
-5.694e-03,-1.12,3.7,3.52
-5.692e-03,-1.06,3.8,3.6
-5.690e-03,-1.04,3.7,3.52
-5.688e-03,-1.06,3.9,3.56
-5.686e-03,-1.02,4,3.44
-5.684e-03,-1.06,3.6,3.64
-5.682e-03,-1.04,3.5,3.4
-5.680e-03,-1.04,3.6,3.52
-5.678e-03,-1.06,3.8,3.52
-5.676e-03,-1.04,3.8,3.52
-5.674e-03,-1.08,3.9,3.6
-5.672e-03,-1.04,3.7,3.56
-5.670e-03,-1.06,3.9,3.44
-5.668e-03,-1.04,4,3.48
-5.666e-03,-1.12,3.8,3.48
-5.664e-03,-1,3.6,3.48
-5.662e-03,-1.08,3.6,3.52
-5.660e-03,-1.04,3.7,3.6
-5.658e-03,-1.06,3.6,3.52
-5.656e-03,-0.98,3.9,3.52
-5.654e-03,-1,3.5,3.56
-5.652e-03,-1.04,3.9,3.56
-5.650e-03,-1.1,3.6,3.52
-5.648e-03,-1.02,3.8,3.64
-5.646e-03,-1.08,3.9,3.64
-5.644e-03,-1,3.5,3.64
-5.642e-03,-1.04,3.9,3.48
-5.640e-03,-1,3.7,3.52
-5.638e-03,-1.04,3.8,3.48
-5.636e-03,-0.98,3.8,3.52
-5.634e-03,-1.06,3.9,3.6
-5.632e-03,-0.98,3.7,3.52
-5.630e-03,-1.02,3.9,3.68
-5.628e-03,-1.02,3.9,3.64
-5.626e-03,-1.08,3.9,3.52
-5.624e-03,-1.02,3.9,3.48
-5.622e-03,-0.98,3.9,3.52
-5.620e-03,-1.02,3.8,3.56
-5.618e-03,-1.02,3.9,3.44
-5.616e-03,-1.04,3.8,3.6
-5.614e-03,-1.04,3.7,3.52
-5.612e-03,-0.94,3.9,3.64
-5.610e-03,-1.02,3.8,3.56
-5.608e-03,-0.96,3.8,3.56
-5.606e-03,-1,3.7,3.52
-5.604e-03,-1.04,3.8,3.56
-5.602e-03,-0.96,3.7,3.64
-5.600e-03,-1.08,3.6,3.52
-5.598e-03,-1,3.9,3.52
-5.596e-03,-1,3.9,3.6
-5.594e-03,-0.98,4,3.56
-5.592e-03,-1,3.8,3.56
-5.590e-03,-1,3.8,3.6
-5.588e-03,-0.98,3.7,3.56
-5.586e-03,-0.98,3.9,3.6
-5.584e-03,-1,3.9,3.56
-5.582e-03,-1.06,3.8,3.6
-5.580e-03,-0.98,3.8,3.52
-5.578e-03,-1,3.5,3.56
-5.576e-03,-1,3.7,3.56
-5.574e-03,-1,3.9,3.6
-5.572e-03,-1.02,3.9,3.64
-5.570e-03,-1,3.7,3.56
-5.568e-03,-0.96,4,3.6
-5.566e-03,-1.02,3.7,3.56
-5.564e-03,-1.06,3.9,3.64
-5.562e-03,-1,3.7,3.56
-5.560e-03,-0.98,3.7,3.72
-5.558e-03,-1.04,3.7,3.56
-5.556e-03,-0.98,4,3.72
-5.554e-03,-0.98,3.8,3.56
-5.552e-03,-1.04,4.1,3.6
-5.550e-03,-0.98,3.9,3.68
-5.548e-03,-0.96,3.9,3.64
-5.546e-03,-0.94,3.8,3.56
-5.544e-03,-0.98,3.8,3.72
-5.542e-03,-0.98,3.6,3.64
-5.540e-03,-0.9,3.9,3.64
-5.538e-03,-0.96,3.8,3.72
-5.536e-03,-1,3.6,3.64
-5.534e-03,-0.96,3.8,3.68
-5.532e-03,-1.02,3.8,3.64
-5.530e-03,-1.06,3.9,3.64
-5.528e-03,-0.96,4.1,3.56
-5.526e-03,-0.98,3.9,3.72
-5.524e-03,-0.98,3.9,3.6
-5.522e-03,-0.94,3.7,3.64
-5.520e-03,-0.98,3.8,3.72
-5.518e-03,-0.96,3.9,3.56
-5.516e-03,-0.98,3.7,3.68
-5.514e-03,-1,3.9,3.6
-5.512e-03,-0.9,3.7,3.72
-5.510e-03,-1,3.9,3.56
-5.508e-03,-0.98,4,3.6
-5.506e-03,-0.96,3.9,3.64
-5.504e-03,-0.98,3.9,3.6
-5.502e-03,-0.92,3.7,3.68
-5.500e-03,-0.96,3.5,3.56
-5.498e-03,-1,3.9,3.76
-5.496e-03,-0.92,3.9,3.72
-5.494e-03,-0.92,3.7,3.64
-5.492e-03,-0.96,4.1,3.68
-5.490e-03,-0.98,3.8,3.64
-5.488e-03,-0.96,3.7,3.6
-5.486e-03,-1.02,3.9,3.72
-5.484e-03,-0.98,3.8,3.6
-5.482e-03,-1.04,3.9,3.68
-5.480e-03,-1.02,3.8,3.6
-5.478e-03,-0.96,3.9,3.72
-5.476e-03,-0.94,3.9,3.76
-5.474e-03,-1.06,3.6,3.68
-5.472e-03,-0.98,3.9,3.72
-5.470e-03,-0.94,3.8,3.64
-5.468e-03,-0.98,3.8,3.76
-5.466e-03,-0.98,3.8,3.68
-5.464e-03,-1,3.9,3.64
-5.462e-03,-0.98,4,3.68
-5.460e-03,-0.98,3.9,3.68
-5.458e-03,-0.98,3.9,3.72
-5.456e-03,-0.96,3.8,3.68
-5.454e-03,-1,3.9,3.72
-5.452e-03,-0.92,3.8,3.72
-5.450e-03,-1.04,3.8,3.68
-5.448e-03,-0.96,3.8,3.72
-5.446e-03,-1.08,3.9,3.8
-5.444e-03,-1.02,3.8,3.6
-5.442e-03,-0.98,3.8,3.72
-5.440e-03,-0.92,3.9,3.72
-5.438e-03,-0.98,3.9,3.76
-5.436e-03,-0.98,3.9,3.64
-5.434e-03,-0.98,3.9,3.72
-5.432e-03,-0.98,3.8,3.72
-5.430e-03,-0.96,3.9,3.64
-5.428e-03,-0.88,3.9,3.8
-5.426e-03,-1,3.7,3.68
-5.424e-03,-1,3.7,3.68
-5.422e-03,-0.98,3.9,3.8
-5.420e-03,-0.92,3.9,3.68
-5.418e-03,-0.94,3.7,3.76
-5.416e-03,-0.96,3.9,3.64
-5.414e-03,-0.94,3.7,3.76
-5.412e-03,-1.04,3.9,3.68
-5.410e-03,-1.02,3.7,3.76
-5.408e-03,-0.94,3.7,3.72
-5.406e-03,-0.92,3.9,3.76
-5.404e-03,-0.96,3.9,3.6
-5.402e-03,-0.96,3.9,3.76
-5.400e-03,-0.96,3.7,3.68
-5.398e-03,-1.04,3.9,3.8
-5.396e-03,-0.92,3.9,3.76
-5.394e-03,-0.94,3.8,3.68
-5.392e-03,-0.98,3.8,3.68
-5.390e-03,-0.96,3.7,3.68
-5.388e-03,-0.88,3.6,3.76
-5.386e-03,-0.92,3.6,3.68
-5.384e-03,-0.98,3.9,3.6
-5.382e-03,-0.98,3.7,3.68
-5.380e-03,-0.92,3.7,3.76
-5.378e-03,-1.04,3.4,3.72
-5.376e-03,-0.88,3.8,3.72
-5.374e-03,-0.98,3.9,3.72
-5.372e-03,-1.02,4.2,3.72
-5.370e-03,-1.04,3.9,3.72
-5.368e-03,-1,3.9,3.76
-5.366e-03,-1,3.9,3.8
-5.364e-03,-0.98,3.9,3.76
-5.362e-03,-0.92,3.9,3.68
-5.360e-03,-0.98,3.9,3.76
-5.358e-03,-1,3.9,3.72
-5.356e-03,-1,3.9,3.84
-5.354e-03,-0.98,3.7,3.76
-5.352e-03,-0.96,3.8,3.76
-5.350e-03,-0.98,3.8,3.84
-5.348e-03,-0.92,3.8,3.76
-5.346e-03,-1.02,3.5,3.76
-5.344e-03,-0.98,3.7,3.8
-5.342e-03,-0.94,3.8,3.8
-5.340e-03,-0.92,3.9,3.8
-5.338e-03,-0.98,3.8,3.72
-5.336e-03,-0.92,3.6,3.76
-5.334e-03,-0.98,3.9,3.76
-5.332e-03,-0.98,4.2,3.76
-5.330e-03,-1.06,3.8,3.8
-5.328e-03,-0.98,3.6,3.68
-5.326e-03,-0.94,3.9,3.68
-5.324e-03,-0.96,3.8,3.8
-5.322e-03,-0.98,3.9,3.8
-5.320e-03,-0.98,4,3.84
-5.318e-03,-1,3.7,3.8
-5.316e-03,-0.96,3.9,3.8
-5.314e-03,-0.96,3.8,3.76
-5.312e-03,-1,4.1,3.8
-5.310e-03,-0.96,4,3.88
-5.308e-03,-0.98,3.9,3.64
-5.306e-03,-0.96,3.8,3.84
-5.304e-03,-0.92,3.7,3.84
-5.302e-03,-0.98,3.9,3.76
-5.300e-03,-0.98,3.8,3.8
-5.298e-03,-0.98,3.7,3.8
-5.296e-03,-1.02,3.9,3.8
-5.294e-03,-0.96,3.7,3.76
-5.292e-03,-0.98,3.9,3.76
-5.290e-03,-0.96,3.8,3.88
-5.288e-03,-0.96,3.7,3.92
-5.286e-03,-1.04,3.6,3.76
-5.284e-03,-0.9,3.7,3.8
-5.282e-03,-0.94,3.9,3.88
-5.280e-03,-1.02,3.9,3.88
-5.278e-03,-0.98,3.8,3.76
-5.276e-03,-1.04,3.8,3.8
-5.274e-03,-1.06,3.9,3.8
-5.272e-03,-1.04,4.1,3.88
-5.270e-03,-0.98,3.8,3.8
-5.268e-03,-1.04,3.8,3.76
-5.266e-03,-0.9,3.8,3.68
-5.264e-03,-0.96,4,3.8
-5.262e-03,-0.98,3.7,3.76
-5.260e-03,-0.96,3.9,3.8
-5.258e-03,-0.96,3.9,3.72
-5.256e-03,-0.92,3.9,3.76
-5.254e-03,-1,3.9,3.8
-5.252e-03,-0.96,3.6,3.76
-5.250e-03,-1,3.9,3.84
-5.248e-03,-1.04,3.8,3.8
-5.246e-03,-1,3.7,3.8
-5.244e-03,-1,3.8,3.72
-5.242e-03,-0.98,3.9,3.72
-5.240e-03,-0.96,3.9,3.76
-5.238e-03,-0.98,3.8,3.76
-5.236e-03,-0.96,3.7,3.64
-5.234e-03,-0.96,3.8,3.72
-5.232e-03,-1.06,3.8,3.88
-5.230e-03,-1,3.9,3.76
-5.228e-03,-0.92,3.8,3.76
-5.226e-03,-0.98,3.7,3.64
-5.224e-03,-0.94,3.9,3.76
-5.222e-03,-1.02,4,3.76
-5.220e-03,-1.02,3.9,3.76
-5.218e-03,-0.98,3.9,3.68
-5.216e-03,-1.02,3.8,3.76
-5.214e-03,-0.96,4,3.68
-5.212e-03,-1,3.9,3.8
-5.210e-03,-0.96,3.9,3.76
-5.208e-03,-0.92,3.9,3.68
-5.206e-03,-0.96,4.1,3.76
-5.204e-03,-1,3.6,3.64
-5.202e-03,-0.98,3.8,3.8
-5.200e-03,-0.98,3.9,3.84
-5.198e-03,-0.96,3.8,3.6
-5.196e-03,-0.98,3.9,3.72
-5.194e-03,-0.98,3.9,3.68
-5.192e-03,-0.96,3.8,3.72
-5.190e-03,-1,3.9,3.72
-5.188e-03,-1.04,3.9,3.6
-5.186e-03,-1,3.6,3.76
-5.184e-03,-0.94,3.9,3.76
-5.182e-03,-1.04,3.9,3.72
-5.180e-03,-1,3.8,3.76
-5.178e-03,-0.98,3.7,3.72
-5.176e-03,-0.98,3.9,3.88
-5.174e-03,-1,4,3.8
-5.172e-03,-1,3.8,3.72
-5.170e-03,-0.96,3.9,3.64
-5.168e-03,-1,3.6,3.76
-5.166e-03,-0.98,3.9,3.64
-5.164e-03,-0.94,3.7,3.72
-5.162e-03,-0.96,3.9,3.72
-5.160e-03,-1.02,4.2,3.6
-5.158e-03,-0.98,4,3.76
-5.156e-03,-1,4,3.68
-5.154e-03,-1.02,3.9,3.64
-5.152e-03,-1.02,4,3.72
-5.150e-03,-0.94,3.8,3.76
-5.148e-03,-1,3.8,3.76
-5.146e-03,-1.04,3.9,3.72
-5.144e-03,-0.96,3.9,3.76
-5.142e-03,-0.98,3.8,3.68
-5.140e-03,-0.96,3.9,3.68
-5.138e-03,-0.92,3.9,3.8
-5.136e-03,-0.94,3.9,3.72
-5.134e-03,-0.98,3.9,3.72
-5.132e-03,-0.94,3.8,3.64
-5.130e-03,-0.94,3.7,3.68
-5.128e-03,-0.94,3.8,3.64
-5.126e-03,-1.02,3.7,3.68
-5.124e-03,-0.98,3.9,3.76
-5.122e-03,-1,3.8,3.72
-5.120e-03,-0.98,3.6,3.68
-5.118e-03,-1,3.5,3.68
-5.116e-03,-0.98,3.8,3.72
-5.114e-03,-0.98,3.9,3.6
-5.112e-03,-1.04,3.8,3.72
-5.110e-03,-0.94,3.7,3.76
-5.108e-03,-1.04,3.9,3.68
-5.106e-03,-0.98,3.7,3.68
-5.104e-03,-1.04,3.9,3.64
-5.102e-03,-1,4,3.76
-5.100e-03,-1.02,3.8,3.72
-5.098e-03,-1.02,3.9,3.6
-5.096e-03,-1,3.8,3.68
-5.094e-03,-0.98,3.9,3.68
-5.092e-03,-1.02,3.8,3.68
-5.090e-03,-1,3.9,3.6
-5.088e-03,-0.94,3.8,3.64
-5.086e-03,-1.06,3.7,3.64
-5.084e-03,-0.96,3.8,3.64
-5.082e-03,-0.96,3.9,3.6
-5.080e-03,-0.96,3.9,3.76
-5.078e-03,-1.02,3.8,3.64
-5.076e-03,-1,3.9,3.6
-5.074e-03,-1,3.8,3.68
-5.072e-03,-1,3.6,3.72
-5.070e-03,-1.04,3.7,3.72
-5.068e-03,-0.96,3.8,3.64
-5.066e-03,-1.04,3.7,3.68
-5.064e-03,-1,4,3.64
-5.062e-03,-1.08,4,3.68
-5.060e-03,-1.04,4,3.72
-5.058e-03,-1.06,3.9,3.72
-5.056e-03,-1.04,3.8,3.6
-5.054e-03,-1.06,3.8,3.72
-5.052e-03,-1.04,3.7,3.68
-5.050e-03,-1.08,3.8,3.56
-5.048e-03,-1.08,4,3.68
-5.046e-03,-1.06,4.1,3.64
-5.044e-03,-1,3.7,3.68
-5.042e-03,-1.06,3.8,3.64
-5.040e-03,-1.02,3.8,3.6
-5.038e-03,-1.02,3.9,3.6
-5.036e-03,-1.02,3.6,3.72
-5.034e-03,-1.06,3.7,3.72
-5.032e-03,-1.02,3.4,3.76
-5.030e-03,-1,3.7,3.6
-5.028e-03,-1.06,3.9,3.76
-5.026e-03,-1.02,3.7,3.64
-5.024e-03,-1.08,3.7,3.56
-5.022e-03,-1.04,3.9,3.64
-5.020e-03,-1.08,3.6,3.56
-5.018e-03,-1,3.7,3.52
-5.016e-03,-1.02,3.7,3.52
-5.014e-03,-1.04,3.9,3.68
-5.012e-03,-1.02,3.6,3.6
-5.010e-03,-1,3.8,3.68
-5.008e-03,-1,3.8,3.64
-5.006e-03,-1.1,3.4,3.6
-5.004e-03,-1.06,3.7,3.64
-5.002e-03,-1.1,3.9,3.68
-5.000e-03,-1.08,3.8,3.6
-4.998e-03,-1,3.8,3.52
-4.996e-03,-1.04,3.6,3.64
-4.994e-03,-1.08,3.8,3.52
-4.992e-03,-1.08,3.9,3.52
-4.990e-03,-1.06,3.8,3.56
-4.988e-03,-1.06,3.7,3.6
-4.986e-03,-1.08,3.7,3.64
-4.984e-03,-1.1,3.6,3.6
-4.982e-03,-1.06,3.9,3.6
-4.980e-03,-1.06,4,3.52
-4.978e-03,-1.16,3.9,3.44
-4.976e-03,-1.1,3.7,3.64
-4.974e-03,-1.04,3.9,3.56
-4.972e-03,-1.1,3.9,3.68
-4.970e-03,-1.04,3.9,3.6
-4.968e-03,-1.06,3.9,3.56
-4.966e-03,-1.08,3.7,3.48
-4.964e-03,-1.02,3.9,3.56
-4.962e-03,-1.08,3.9,3.48
-4.960e-03,-1.1,3.9,3.64
-4.958e-03,-1.06,3.8,3.56
-4.956e-03,-1,3.7,3.6
-4.954e-03,-1.1,3.5,3.6
-4.952e-03,-1.1,3.6,3.56
-4.950e-03,-1.1,3.6,3.52
-4.948e-03,-1.02,3.7,3.64
-4.946e-03,-1.1,3.7,3.52
-4.944e-03,-1.1,3.9,3.64
-4.942e-03,-1.12,3.9,3.68
-4.940e-03,-1.06,3.9,3.64
-4.938e-03,-1.16,3.9,3.56
-4.936e-03,-1.1,3.7,3.6
-4.934e-03,-1.1,3.9,3.6
-4.932e-03,-1.16,3.7,3.52
-4.930e-03,-1.14,3.7,3.44
-4.928e-03,-1.1,3.6,3.48
-4.926e-03,-1.18,3.6,3.64
-4.924e-03,-1.16,3.7,3.48
-4.922e-03,-1.14,3.8,3.56
-4.920e-03,-1.08,3.6,3.44
-4.918e-03,-1.1,3.7,3.52
-4.916e-03,-1.12,3.8,3.48
-4.914e-03,-1.12,3.6,3.56
-4.912e-03,-1.12,3.8,3.44
-4.910e-03,-1.12,3.9,3.52
-4.908e-03,-1.14,4,3.52
-4.906e-03,-1.16,3.7,3.52
-4.904e-03,-1.06,3.7,3.56
-4.902e-03,-1.18,3.9,3.52
-4.900e-03,-1.12,3.6,3.52
-4.898e-03,-1.06,3.6,3.56
-4.896e-03,-1.12,3.7,3.6
-4.894e-03,-1.1,3.9,3.52
-4.892e-03,-1.16,3.5,3.56
-4.890e-03,-1.12,3.6,3.52
-4.888e-03,-1.16,3.7,3.52
-4.886e-03,-1.16,4,3.56
-4.884e-03,-1.16,3.9,3.44
-4.882e-03,-1.16,3.6,3.44
-4.880e-03,-1.1,3.5,3.64
-4.878e-03,-1.16,3.9,3.44
-4.876e-03,-1.12,3.7,3.56
-4.874e-03,-1.16,3.8,3.56
-4.872e-03,-1.16,3.8,3.6
-4.870e-03,-1.14,3.8,3.56
-4.868e-03,-1.18,3.7,3.52
-4.866e-03,-1.22,3.7,3.48
-4.864e-03,-1.12,3.9,3.56
-4.862e-03,-1.18,3.6,3.6
-4.860e-03,-1.14,3.7,3.56
-4.858e-03,-1.14,3.5,3.52
-4.856e-03,-1.14,3.9,3.52
-4.854e-03,-1.1,3.6,3.52
-4.852e-03,-1.14,3.7,3.52
-4.850e-03,-1.18,3.6,3.52
-4.848e-03,-1.14,3.9,3.4
-4.846e-03,-1.18,3.7,3.56
-4.844e-03,-1.14,3.8,3.56
-4.842e-03,-1.18,3.7,3.48
-4.840e-03,-1.22,3.7,3.48
-4.838e-03,-1.16,3.5,3.52
-4.836e-03,-1.18,3.7,3.44
-4.834e-03,-1.1,3.6,3.48
-4.832e-03,-1.2,3.9,3.48
-4.830e-03,-1.18,3.9,3.48
-4.828e-03,-1.12,3.9,3.48
-4.826e-03,-1.2,3.8,3.56
-4.824e-03,-1.16,3.6,3.56
-4.822e-03,-1.12,3.7,3.52
-4.820e-03,-1.18,3.8,3.56
-4.818e-03,-1.12,3.6,3.52
-4.816e-03,-1.16,3.7,3.44
-4.814e-03,-1.14,3.8,3.44
-4.812e-03,-1.16,3.7,3.52
-4.810e-03,-1.16,3.7,3.52
-4.808e-03,-1.14,3.7,3.56
-4.806e-03,-1.18,3.6,3.44
-4.804e-03,-1.26,3.8,3.48
-4.802e-03,-1.16,3.6,3.4
-4.800e-03,-1.12,3.7,3.52
-4.798e-03,-1.1,3.9,3.48
-4.796e-03,-1.16,3.7,3.4
-4.794e-03,-1.18,3.9,3.44
-4.792e-03,-1.16,3.7,3.44
-4.790e-03,-1.2,3.6,3.44
-4.788e-03,-1.18,4,3.52
-4.786e-03,-1.2,3.9,3.4
-4.784e-03,-1.24,3.3,3.48
-4.782e-03,-1.26,3.5,3.44
-4.780e-03,-1.16,3.7,3.44
-4.778e-03,-1.22,3.7,3.48
-4.776e-03,-1.26,3.7,3.44
-4.774e-03,-1.16,3.6,3.36
-4.772e-03,-1.22,3.7,3.4
-4.770e-03,-1.18,3.6,3.52
-4.768e-03,-1.24,3.7,3.48
-4.766e-03,-1.2,3.8,3.4
-4.764e-03,-1.18,3.8,3.44
-4.762e-03,-1.22,3.9,3.48
-4.760e-03,-1.24,3.6,3.4
-4.758e-03,-1.2,3.8,3.4
-4.756e-03,-1.28,3.9,3.32
-4.754e-03,-1.22,3.7,3.4
-4.752e-03,-1.2,3.8,3.4
-4.750e-03,-1.18,3.6,3.52
-4.748e-03,-1.18,3.6,3.44
-4.746e-03,-1.22,3.7,3.48
-4.744e-03,-1.24,3.7,3.4
-4.742e-03,-1.24,3.9,3.4
-4.740e-03,-1.26,3.7,3.44
-4.738e-03,-1.22,3.6,3.44
-4.736e-03,-1.2,3.6,3.44
-4.734e-03,-1.16,3.5,3.44
-4.732e-03,-1.22,3.7,3.4
-4.730e-03,-1.24,3.7,3.52
-4.728e-03,-1.22,3.7,3.48
-4.726e-03,-1.2,3.5,3.48
-4.724e-03,-1.2,3.7,3.4
-4.722e-03,-1.2,3.5,3.4
-4.720e-03,-1.22,3.5,3.48
-4.718e-03,-1.18,3.8,3.4
-4.716e-03,-1.2,3.6,3.48
-4.714e-03,-1.28,3.6,3.44
-4.712e-03,-1.24,3.5,3.48
-4.710e-03,-1.2,3.6,3.52
-4.708e-03,-1.24,3.5,3.48
-4.706e-03,-1.24,3.7,3.32
-4.704e-03,-1.2,3.7,3.44
-4.702e-03,-1.26,3.8,3.4
-4.700e-03,-1.3,3.6,3.44
-4.698e-03,-1.3,3.7,3.4
-4.696e-03,-1.28,3.8,3.4
-4.694e-03,-1.24,3.6,3.44
-4.692e-03,-1.24,3.9,3.4
-4.690e-03,-1.32,3.9,3.44
-4.688e-03,-1.3,3.6,3.44
-4.686e-03,-1.24,3.7,3.32
-4.684e-03,-1.28,3.5,3.44
-4.682e-03,-1.22,3.5,3.32
-4.680e-03,-1.2,3.8,3.4
-4.678e-03,-1.16,3.9,3.36
-4.676e-03,-1.24,3.5,3.32
-4.674e-03,-1.26,3.7,3.4
-4.672e-03,-1.28,3.6,3.4
-4.670e-03,-1.28,3.5,3.4
-4.668e-03,-1.28,3.7,3.28
-4.666e-03,-1.22,3.7,3.4
-4.664e-03,-1.24,3.6,3.4
-4.662e-03,-1.24,3.9,3.4
-4.660e-03,-1.32,3.5,3.44
-4.658e-03,-1.26,3.8,3.4
-4.656e-03,-1.22,3.5,3.4
-4.654e-03,-1.22,3.3,3.4
-4.652e-03,-1.3,3.5,3.32
-4.650e-03,-1.14,3.5,3.36
-4.648e-03,-1.3,3.6,3.4
-4.646e-03,-1.34,3.9,3.32
-4.644e-03,-1.26,3.8,3.36
-4.642e-03,-1.3,3.5,3.36
-4.640e-03,-1.26,3.8,3.4
-4.638e-03,-1.24,3.6,3.4
-4.636e-03,-1.28,3.9,3.4
-4.634e-03,-1.32,3.7,3.32
-4.632e-03,-1.32,3.7,3.28
-4.630e-03,-1.32,3.6,3.4
-4.628e-03,-1.36,3.7,3.36
-4.626e-03,-1.32,3.6,3.28
-4.624e-03,-1.34,3.4,3.32
-4.622e-03,-1.32,3.7,3.4
-4.620e-03,-1.28,3.7,3.32
-4.618e-03,-1.28,3.6,3.32
-4.616e-03,-1.24,3.6,3.36
-4.614e-03,-1.3,3.8,3.24
-4.612e-03,-1.3,3.5,3.32
-4.610e-03,-1.3,3.6,3.32
-4.608e-03,-1.34,3.9,3.32
-4.606e-03,-1.32,3.9,3.4
-4.604e-03,-1.32,3.6,3.24
-4.602e-03,-1.34,3.6,3.28
-4.600e-03,-1.3,3.7,3.32
-4.598e-03,-1.38,3.6,3.36
-4.596e-03,-1.28,3.7,3.28
