"TIME","CH1","CH2","CH4"
1.600e+00,0.5092,0.308,1.4
1.610e+00,0.5088,0.308,1.4
1.620e+00,0.5238,0.292,1.4
1.630e+00,0.5114,0.288,1.4
1.640e+00,0.5246,0.3,2
1.650e+00,0.5144,0.3,1.4
1.660e+00,0.5256,0.288,1.8
1.670e+00,0.5052,0.304,1.4
1.680e+00,0.519,0.308,1.4
1.690e+00,0.5262,0.312,1.4
1.700e+00,0.5042,0.292,1.4
1.710e+00,0.5228,0.288,1.4
1.720e+00,0.5114,0.296,1.4
1.730e+00,0.5144,0.3,1.4
1.740e+00,0.5148,0.3,1.4
1.750e+00,0.517,0.284,1.4
1.760e+00,0.5146,0.304,2
1.770e+00,0.5152,0.292,1.4
1.780e+00,0.5176,0.308,1.8
1.790e+00,0.5056,0.276,1.4
1.800e+00,0.5134,0.296,1.4
1.810e+00,0.5124,0.292,1.4
1.820e+00,0.5144,0.28,1
1.830e+00,0.5196,0.284,1.4
1.840e+00,0.5186,0.308,1.2
1.850e+00,0.5178,0.312,1.2
1.860e+00,0.5262,0.312,1
1.870e+00,0.5222,0.32,1.4
1.880e+00,0.5184,0.308,1.4
1.890e+00,0.5234,0.308,1.6
1.900e+00,0.5194,0.304,1.8
1.910e+00,0.5222,0.296,1.4
1.920e+00,0.529,0.292,1.4
1.930e+00,0.5206,0.308,1.2
1.940e+00,0.5324,0.304,1.2
1.950e+00,0.5212,0.308,1.4
1.960e+00,0.5296,0.316,1.2
1.970e+00,0.528,0.312,1.4
1.980e+00,0.5362,0.308,1.4
1.990e+00,0.5302,0.312,1.8
2.000e+00,0.5332,0.316,1.8
2.010e+00,0.529,0.3,1.4
2.020e+00,0.5426,0.316,1.4
2.030e+00,0.5276,0.3,1.8
2.040e+00,0.5298,0.304,1.4
2.050e+00,0.5338,0.292,1.4
2.060e+00,0.5346,0.296,1.4
2.070e+00,0.54,0.3,1.2
2.080e+00,0.5414,0.292,1.4
2.090e+00,0.5392,0.304,2
2.100e+00,0.5418,0.316,1.4
2.110e+00,0.54,0.312,1.6
2.120e+00,0.5378,0.296,1.4
2.130e+00,0.5396,0.3,1.6
2.140e+00,0.5412,0.304,1.8
2.150e+00,0.5376,0.304,1.2
2.160e+00,0.546,0.3,1.4
2.170e+00,0.5398,0.304,1.4
2.180e+00,0.5416,0.292,1.2
2.190e+00,0.5398,0.296,1.4
2.200e+00,0.5432,0.308,1.4
2.210e+00,0.537,0.296,1.4
2.220e+00,0.5398,0.308,1.2
2.230e+00,0.5376,0.304,1.4
2.240e+00,0.543,0.292,1.4
2.250e+00,0.5388,0.3,1.4
2.260e+00,0.5472,0.304,1.4
2.270e+00,0.5356,0.304,1.2
2.280e+00,0.5406,0.308,1.2
2.290e+00,0.5346,0.3,1.4
2.300e+00,0.5346,0.304,1.4
2.310e+00,0.5344,0.304,1.4
2.320e+00,0.5334,0.304,1.4
2.330e+00,0.532,0.308,1.4
2.340e+00,0.5386,0.292,1.4
2.350e+00,0.5276,0.304,1.4
2.360e+00,0.5306,0.284,1.4
2.370e+00,0.5326,0.288,1.4
2.380e+00,0.535,0.304,1.4
2.390e+00,0.5356,0.3,1.4
2.400e+00,0.529,0.304,1.4
2.410e+00,0.531,0.316,1.6
2.420e+00,0.5392,0.312,1.8
2.430e+00,0.5384,0.312,1.4
2.440e+00,0.539,0.316,1.4
2.450e+00,0.533,0.296,1.4
2.460e+00,0.5436,0.308,1.4
2.470e+00,0.5402,0.3,1.8
2.480e+00,0.5426,0.304,1.2
2.490e+00,0.5422,0.304,1.4
2.500e+00,0.5404,0.32,1.4
2.510e+00,0.5386,0.316,1.4
2.520e+00,0.538,0.312,1.4
2.530e+00,0.535,0.312,2
2.540e+00,0.5376,0.32,1.4
2.550e+00,0.536,0.32,1.2
2.560e+00,0.5388,0.32,1.4
2.570e+00,0.5366,0.316,1.2
2.580e+00,0.5296,0.3,1.4
2.590e+00,0.5326,0.3,1.4
2.600e+00,0.534,0.316,1.4
2.610e+00,0.5448,0.32,1.2
2.620e+00,0.5442,0.296,1.8
2.630e+00,0.5364,0.304,1.8
2.640e+00,0.5384,0.3,1.4
2.650e+00,0.54,0.308,1.4
2.660e+00,0.5296,0.304,1.4
2.670e+00,0.5376,0.308,1.4
2.680e+00,0.5158,0.304,1.8
2.690e+00,0.5298,0.304,1.4
2.700e+00,0.5352,0.308,1.2
2.710e+00,0.5266,0.292,1.4
2.720e+00,0.5266,0.3,1.4
2.730e+00,0.5218,0.304,1.4
2.740e+00,0.5398,0.304,1.8
2.750e+00,0.5276,0.3,1.4
2.760e+00,0.5252,0.312,1.4
2.770e+00,0.5326,0.308,1.4
2.780e+00,0.5178,0.304,1.4
2.790e+00,0.5248,0.304,1.4
2.800e+00,0.5294,0.308,1.4
2.810e+00,0.5264,0.3,1.6
2.820e+00,0.5322,0.3,1.4
2.830e+00,0.5322,0.312,1.4
2.840e+00,0.528,0.296,1.2
2.850e+00,0.5356,0.296,1
2.860e+00,0.5308,0.308,1.4
2.870e+00,0.5302,0.304,1.4
2.880e+00,0.5314,0.316,1.4
2.890e+00,0.5274,0.304,1
2.900e+00,0.535,0.3,1.2
2.910e+00,0.5282,0.304,1.4
2.920e+00,0.5338,0.308,1.2
2.930e+00,0.5204,0.304,1.2
2.940e+00,0.5402,0.308,1.4
2.950e+00,0.5286,0.304,1.6
2.960e+00,0.5132,0.292,1.4
2.970e+00,0.5344,0.312,1.6
2.980e+00,0.5362,0.292,1.4
2.990e+00,0.5268,0.288,1.4
3.000e+00,0.5322,0.308,1.4
3.010e+00,0.5208,0.3,1.4
3.020e+00,0.5406,0.304,1.4
3.030e+00,0.5274,0.3,1.4
3.040e+00,0.5302,0.316,1.2
3.050e+00,0.5372,0.304,1.4
3.060e+00,0.5358,0.308,1.6
3.070e+00,0.5398,0.304,1.6
3.080e+00,0.545,0.312,1.4
3.090e+00,0.532,0.3,1.4
3.100e+00,0.545,0.308,1.4
3.110e+00,0.531,0.296,1.2
3.120e+00,0.5498,0.292,1.6
3.130e+00,0.5406,0.312,1.4
3.140e+00,0.5462,0.292,1.8
3.150e+00,0.538,0.304,1.2
3.160e+00,0.5394,0.288,1.8
3.170e+00,0.5372,0.316,1.4
3.180e+00,0.5362,0.32,1.6
3.190e+00,0.5388,0.304,1.4
3.200e+00,0.532,0.3,1.4
3.210e+00,0.537,0.304,1.4
3.220e+00,0.5424,0.308,1.8
3.230e+00,0.5324,0.3,1.4
3.240e+00,0.5412,0.292,1.4
3.250e+00,0.5378,0.308,1.2
3.260e+00,0.5448,0.304,1.4
3.270e+00,0.5398,0.312,1.8
3.280e+00,0.543,0.296,1.4
3.290e+00,0.5362,0.304,1.4
3.300e+00,0.5418,0.296,1.4
3.310e+00,0.5336,0.308,1.4
3.320e+00,0.543,0.288,1.4
3.330e+00,0.5322,0.296,1.2
3.340e+00,0.5392,0.308,1.4
3.350e+00,0.5362,0.288,1.4
3.360e+00,0.5334,0.304,1.4
3.370e+00,0.5314,0.296,1.4
3.380e+00,0.53,0.3,1.8
3.390e+00,0.5306,0.308,1.4
3.400e+00,0.53,0.292,1.2
3.410e+00,0.5384,0.304,1.8
3.420e+00,0.5296,0.316,1.8
3.430e+00,0.5334,0.3,1.4
3.440e+00,0.5316,0.3,1.4
3.450e+00,0.5352,0.308,1.6
3.460e+00,0.5258,0.296,1.4
3.470e+00,0.5292,0.292,1.6
3.480e+00,0.5276,0.304,1.4
3.490e+00,0.5272,0.304,1.4
3.500e+00,0.5338,0.308,1.2
3.510e+00,0.5262,0.308,1.4
3.520e+00,0.5284,0.304,1.4
3.530e+00,0.5236,0.292,1.4
3.540e+00,0.522,0.3,1.2
3.550e+00,0.5204,0.312,1.4
3.560e+00,0.5216,0.304,1.4
3.570e+00,0.5142,0.308,1.4
3.580e+00,0.5208,0.312,1.8
3.590e+00,0.5162,0.312,1.4
3.600e+00,0.5254,0.304,1.4
3.610e+00,0.5166,0.296,1.2
3.620e+00,0.5224,0.292,1.4
3.630e+00,0.5074,0.304,1.2
3.640e+00,0.5218,0.3,1.4
3.650e+00,0.5084,0.304,1.2
3.660e+00,0.5222,0.308,1.4
3.670e+00,0.5084,0.292,1.2
3.680e+00,0.5178,0.304,1.4
3.690e+00,0.5084,0.308,1.4
3.700e+00,0.5196,0.292,1.4
3.710e+00,0.5112,0.296,1.4
3.720e+00,0.521,0.296,1.4
3.730e+00,0.509,0.288,1.6
3.740e+00,0.5156,0.3,1.4
3.750e+00,0.5054,0.304,1.2
3.760e+00,0.5174,0.3,1.2
3.770e+00,0.5172,0.3,1.4
3.780e+00,0.5174,0.312,1.2
3.790e+00,0.5178,0.292,1.8
3.800e+00,0.5156,0.304,1
3.810e+00,0.5122,0.296,1.4
3.820e+00,0.5166,0.3,1.4
3.830e+00,0.5092,0.292,1.2
3.840e+00,0.5154,0.316,1.4
3.850e+00,0.5092,0.292,1.4
3.860e+00,0.517,0.296,1
3.870e+00,0.5074,0.308,1.4
3.880e+00,0.5184,0.296,1
3.890e+00,0.5074,0.292,1.2
3.900e+00,0.5214,0.3,1.8
3.910e+00,0.5082,0.308,1.6
3.920e+00,0.5212,0.288,1.2
3.930e+00,0.5088,0.304,1
3.940e+00,0.5222,0.312,1.2
3.950e+00,0.5096,0.312,1.4
3.960e+00,0.5242,0.308,1
3.970e+00,0.5114,0.3,1.4
3.980e+00,0.5254,0.308,1.4
3.990e+00,0.5128,0.312,1.2
4.000e+00,0.526,0.3,1.2
4.010e+00,0.514,0.296,1.4
4.020e+00,0.527,0.308,1.8
4.030e+00,0.5138,0.304,1.8
4.040e+00,0.526,0.308,1.4
4.050e+00,0.5142,0.3,1
4.060e+00,0.526,0.316,1.2
4.070e+00,0.5142,0.312,1.4
4.080e+00,0.526,0.308,1.4
4.090e+00,0.5144,0.308,1.2
4.100e+00,0.5254,0.284,1.2
4.110e+00,0.5148,0.304,1.6
4.120e+00,0.5228,0.3,1.4
4.130e+00,0.5148,0.304,1.2
4.140e+00,0.5214,0.308,1.2
4.150e+00,0.5152,0.308,1.4
4.160e+00,0.5194,0.312,1.4
4.170e+00,0.515,0.308,1.4
4.180e+00,0.5192,0.308,1.4
4.190e+00,0.5122,0.308,1
4.200e+00,0.5194,0.312,1.2
4.210e+00,0.5114,0.3,1.8
4.220e+00,0.5166,0.3,1.4
4.230e+00,0.5116,0.3,1.4
4.240e+00,0.5134,0.3,1.4
4.250e+00,0.5156,0.304,1.4
4.260e+00,0.516,0.308,1.4
4.270e+00,0.522,0.3,1.4
4.280e+00,0.5204,0.308,1.4
4.290e+00,0.5254,0.316,1.4
4.300e+00,0.5216,0.296,1.4
4.310e+00,0.5266,0.304,1.8
4.320e+00,0.5212,0.3,1.4
4.330e+00,0.5246,0.304,1.4
4.340e+00,0.5256,0.296,1.4
4.350e+00,0.5264,0.304,1.2
4.360e+00,0.5226,0.296,1.4
4.370e+00,0.5248,0.308,1.4
4.380e+00,0.5154,0.3,1.4
4.390e+00,0.5252,0.308,1.6
4.400e+00,0.5206,0.292,1.4
4.410e+00,0.5284,0.308,1.4
4.420e+00,0.5286,0.288,1.4
4.430e+00,0.5296,0.296,1.4
4.440e+00,0.5324,0.308,2
4.450e+00,0.5302,0.304,1.4
4.460e+00,0.534,0.304,1.2
4.470e+00,0.531,0.296,1.4
4.480e+00,0.5358,0.308,1.4
4.490e+00,0.5282,0.292,1
4.500e+00,0.5358,0.296,1.4
4.510e+00,0.5254,0.304,1.2
4.520e+00,0.535,0.304,1.2
4.530e+00,0.5304,0.292,1.2
4.540e+00,0.538,0.292,1.4
4.550e+00,0.533,0.312,1.4
4.560e+00,0.5378,0.28,1.8
4.570e+00,0.5376,0.308,1.4
4.580e+00,0.5374,0.308,1.2
4.590e+00,0.5376,0.304,1.4
4.600e+00,0.534,0.308,1.6
4.610e+00,0.5352,0.3,1.8
4.620e+00,0.5344,0.276,1
4.630e+00,0.5352,0.296,1.4
4.640e+00,0.533,0.3,1.4
4.650e+00,0.5358,0.3,1.8
4.660e+00,0.5358,0.3,1.4
4.670e+00,0.537,0.304,1.4
4.680e+00,0.5372,0.308,1.6
4.690e+00,0.5368,0.3,1.4
4.700e+00,0.538,0.304,2
4.710e+00,0.536,0.304,1.4
4.720e+00,0.5374,0.304,1.4
4.730e+00,0.5336,0.3,1.8
4.740e+00,0.5346,0.304,1.2
4.750e+00,0.532,0.308,1.4
4.760e+00,0.5328,0.304,1.4
4.770e+00,0.5322,0.3,1.6
4.780e+00,0.535,0.304,1.2
4.790e+00,0.5322,0.308,1.2
4.800e+00,0.5344,0.312,1.4
4.810e+00,0.5312,0.304,1.2
4.820e+00,0.5306,0.292,1.2
4.830e+00,0.5292,0.308,1.4
4.840e+00,0.5278,0.3,1.4
4.850e+00,0.5276,0.3,1.4
4.860e+00,0.5268,0.288,1.4
4.870e+00,0.528,0.308,1.4
4.880e+00,0.528,0.308,1.8
4.890e+00,0.5262,0.3,1
4.900e+00,0.5272,0.308,1.6
4.910e+00,0.5254,0.312,1.4
4.920e+00,0.5258,0.312,1.4
4.930e+00,0.524,0.288,1.4
4.940e+00,0.5254,0.308,1.4
4.950e+00,0.5242,0.292,1.4
4.960e+00,0.5258,0.3,1.4
4.970e+00,0.5246,0.308,1.8
4.980e+00,0.526,0.3,1.4
4.990e+00,0.5246,0.3,1.4
5.000e+00,0.5262,0.296,1.4
5.010e+00,0.5252,0.292,1
5.020e+00,0.5262,0.296,1.4
5.030e+00,0.5252,0.296,1.4
5.040e+00,0.5264,0.304,1.2
5.050e+00,0.527,0.308,1.4
5.060e+00,0.5264,0.308,1.4
5.070e+00,0.526,0.296,1.4
5.080e+00,0.5278,0.296,1.4
5.090e+00,0.5254,0.304,1.4
5.100e+00,0.5278,0.304,1.4
5.110e+00,0.5256,0.308,1.4
5.120e+00,0.5276,0.296,1.2
5.130e+00,0.5268,0.304,1.4
5.140e+00,0.5268,0.304,1.4
5.150e+00,0.5252,0.3,1.2
5.160e+00,0.5268,0.296,1.4
5.170e+00,0.5264,0.292,1.4
5.180e+00,0.5264,0.308,1.4
5.190e+00,0.526,0.308,1.4
5.200e+00,0.5268,0.292,1.4
5.210e+00,0.5254,0.304,1.8
5.220e+00,0.527,0.296,1.8
5.230e+00,0.5248,0.304,1.6
5.240e+00,0.5256,0.304,1.2
5.250e+00,0.5242,0.304,1.8
5.260e+00,0.5252,0.316,1.2
5.270e+00,0.5256,0.288,1.4
5.280e+00,0.5246,0.292,1.8
5.290e+00,0.5242,0.312,1.4
5.300e+00,0.525,0.304,1.2
5.310e+00,0.524,0.308,1.4
5.320e+00,0.5242,0.304,1.6
5.330e+00,0.5238,0.308,1.4
5.340e+00,0.5252,0.308,1.4
5.350e+00,0.5232,0.308,1
5.360e+00,0.5232,0.3,1.8
5.370e+00,0.5232,0.304,1.2
5.380e+00,0.524,0.304,1.4
5.390e+00,0.5216,0.304,1.4
5.400e+00,0.521,0.312,1.4
5.410e+00,0.5202,0.308,1.4
5.420e+00,0.52,0.308,1.4
5.430e+00,0.5188,0.316,1.6
5.440e+00,0.5204,0.3,1.4
5.450e+00,0.5196,0.312,1
5.460e+00,0.5202,0.304,1.2
5.470e+00,0.5196,0.308,1.4
5.480e+00,0.5202,0.304,1.2
5.490e+00,0.5198,0.296,1.4
5.500e+00,0.5204,0.308,1.4
5.510e+00,0.5194,0.3,1.4
5.520e+00,0.5212,0.3,1.2
5.530e+00,0.5198,0.308,1.4
5.540e+00,0.5204,0.304,1.8
5.550e+00,0.5214,0.304,1.4
5.560e+00,0.5214,0.304,1.2
5.570e+00,0.5204,0.308,1
5.580e+00,0.5206,0.288,1.2
5.590e+00,0.521,0.3,1.4
5.600e+00,0.521,0.296,1.4
5.610e+00,0.5206,0.304,1.4
5.620e+00,0.5216,0.3,1.2
5.630e+00,0.5206,0.3,1.4
5.640e+00,0.5214,0.304,1.8
5.650e+00,0.5208,0.304,1.8
5.660e+00,0.5208,0.3,1.4
5.670e+00,0.521,0.308,1.4
5.680e+00,0.5206,0.304,1.4
5.690e+00,0.5206,0.308,1.4
5.700e+00,0.5202,0.312,1
5.710e+00,0.5208,0.296,1.4
5.720e+00,0.5206,0.316,1.8
5.730e+00,0.5204,0.3,1.4
5.740e+00,0.5216,0.304,1.4
5.750e+00,0.5192,0.3,1.2
5.760e+00,0.521,0.304,1.4
5.770e+00,0.5212,0.3,1.8
5.780e+00,0.5216,0.308,1.2
5.790e+00,0.5214,0.284,1.6
5.800e+00,0.5226,0.304,1
5.810e+00,0.522,0.308,1.6
5.820e+00,0.5226,0.308,1.2
5.830e+00,0.5216,0.312,1.4
5.840e+00,0.5234,0.308,1.4
5.850e+00,0.5234,0.316,1.8
5.860e+00,0.5236,0.308,1.4
5.870e+00,0.5224,0.316,1.4
5.880e+00,0.5262,0.3,1.2
5.890e+00,0.5272,0.308,1.2
5.900e+00,0.5254,0.304,1.2
5.910e+00,0.5238,0.308,1.4
5.920e+00,0.5242,0.316,1.4
5.930e+00,0.5238,0.312,1.4
5.940e+00,0.524,0.3,1.4
5.950e+00,0.5236,0.308,1.2
5.960e+00,0.523,0.296,1.4
5.970e+00,0.524,0.304,1.4
5.980e+00,0.524,0.304,1.4
5.990e+00,0.5232,0.288,1.4
6.000e+00,0.5234,0.312,1.4
6.010e+00,0.5228,0.3,1
6.020e+00,0.5244,0.288,1.4
6.030e+00,0.524,0.3,1.6
6.040e+00,0.524,0.304,2
6.050e+00,0.5236,0.308,1.4
6.060e+00,0.5244,0.3,1.2
6.070e+00,0.524,0.308,1.2
6.080e+00,0.5242,0.3,1.6
6.090e+00,0.525,0.292,1.6
6.100e+00,0.5244,0.308,1.8
6.110e+00,0.5252,0.304,1
6.120e+00,0.5254,0.3,1.4
6.130e+00,0.5256,0.308,1.4
6.140e+00,0.5252,0.312,1.4
6.150e+00,0.5258,0.296,1.4
6.160e+00,0.5262,0.304,1.4
6.170e+00,0.5252,0.308,1.8
6.180e+00,0.5266,0.308,1.4
6.190e+00,0.5262,0.3,1.4
6.200e+00,0.526,0.296,1.4
6.210e+00,0.5266,0.304,1.4
6.220e+00,0.5262,0.316,1.8
6.230e+00,0.5256,0.308,1.4
6.240e+00,0.5266,0.304,1.4
6.250e+00,0.5264,0.316,1.4
6.260e+00,0.5254,0.3,1.4
6.270e+00,0.5258,0.324,1.4
6.280e+00,0.5264,0.308,1.4
6.290e+00,0.5264,0.304,1.8
6.300e+00,0.5274,0.288,1.2
6.310e+00,0.5268,0.308,1.2
6.320e+00,0.5266,0.304,1.4
6.330e+00,0.5266,0.304,1.4
6.340e+00,0.526,0.308,1.2
6.350e+00,0.5258,0.316,1.4
6.360e+00,0.5264,0.312,1.4
6.370e+00,0.5272,0.3,1.4
6.380e+00,0.5266,0.308,1.6
6.390e+00,0.5268,0.3,1.2
6.400e+00,0.5268,0.296,1.4
6.410e+00,0.5266,0.3,1.4
6.420e+00,0.527,0.308,1.6
6.430e+00,0.5274,0.304,1.4
6.440e+00,0.5262,0.308,1
6.450e+00,0.527,0.3,1.8
6.460e+00,0.5258,0.3,1.4
6.470e+00,0.527,0.312,1.2
6.480e+00,0.5274,0.312,1.4
6.490e+00,0.5264,0.308,1.4
6.500e+00,0.5272,0.3,1.4
6.510e+00,0.5276,0.3,1.2
6.520e+00,0.527,0.312,1.4
6.530e+00,0.5264,0.304,1.4
6.540e+00,0.5254,0.316,1.2
6.550e+00,0.5258,0.304,1.4
6.560e+00,0.5272,0.308,1.2
6.570e+00,0.526,0.288,1.2
6.580e+00,0.5262,0.304,1.4
6.590e+00,0.5276,0.312,1
6.600e+00,0.527,0.3,1.4
6.610e+00,0.5264,0.292,1.8
6.620e+00,0.5242,0.316,1.4
6.630e+00,0.5254,0.312,1.4
6.640e+00,0.5234,0.3,1.6
6.650e+00,0.5218,0.308,1.4
6.660e+00,0.5226,0.312,1.4
6.670e+00,0.5218,0.316,1.4
6.680e+00,0.5204,0.308,1.4
6.690e+00,0.5202,0.308,1.6
6.700e+00,0.5202,0.308,1.4
6.710e+00,0.5184,0.308,1.4
6.720e+00,0.5188,0.316,1.4
6.730e+00,0.518,0.308,1.8
6.740e+00,0.5176,0.312,1.4
6.750e+00,0.5174,0.312,1.2
6.760e+00,0.517,0.308,1.4
6.770e+00,0.5184,0.312,1
6.780e+00,0.5184,0.312,1.4
6.790e+00,0.5194,0.312,1.4
6.800e+00,0.519,0.3,1.2
6.810e+00,0.519,0.304,1.2
6.820e+00,0.5192,0.312,1.4
6.830e+00,0.522,0.3,1.2
6.840e+00,0.5228,0.292,1.4
6.850e+00,0.5254,0.308,1.4
6.860e+00,0.5266,0.3,1.4
6.870e+00,0.5292,0.312,1.2
6.880e+00,0.531,0.296,1.2
6.890e+00,0.5326,0.316,1.4
6.900e+00,0.5334,0.312,1.4
6.910e+00,0.5348,0.304,1.4
6.920e+00,0.5358,0.304,1.4
6.930e+00,0.537,0.308,1.4
6.940e+00,0.5384,0.308,1.4
6.950e+00,0.539,0.304,1.4
6.960e+00,0.5404,0.32,1.4
6.970e+00,0.5404,0.312,1.2
6.980e+00,0.5442,0.312,1.4
6.990e+00,0.5472,0.324,1.4
7.000e+00,0.5464,0.312,1.8
7.010e+00,0.5466,0.304,1.4
7.020e+00,0.5448,0.304,1.6
7.030e+00,0.5446,0.308,1.4
7.040e+00,0.5434,0.308,1.4
7.050e+00,0.5436,0.304,1.6
7.060e+00,0.544,0.308,1.2
7.070e+00,0.544,0.308,1.6
7.080e+00,0.5452,0.3,1.6
7.090e+00,0.5446,0.288,1.4
7.100e+00,0.5448,0.312,1.2
7.110e+00,0.5456,0.308,1.4
7.120e+00,0.5464,0.308,1.8
7.130e+00,0.5458,0.312,1.4
7.140e+00,0.5464,0.304,1.8
7.150e+00,0.5478,0.312,1.6
7.160e+00,0.546,0.312,1.8
7.170e+00,0.5462,0.312,1.4
7.180e+00,0.5456,0.308,1.2
7.190e+00,0.5454,0.292,1.4
7.200e+00,0.5456,0.312,1.4
7.210e+00,0.5442,0.3,1.4
7.220e+00,0.544,0.3,1.2
7.230e+00,0.5436,0.304,1.8
7.240e+00,0.5438,0.296,1.4
7.250e+00,0.5438,0.308,1.4
7.260e+00,0.5432,0.312,1.4
7.270e+00,0.5428,0.304,1
7.280e+00,0.5432,0.304,1.4
7.290e+00,0.5434,0.308,1.4
7.300e+00,0.5426,0.296,1.4
7.310e+00,0.5424,0.296,1.4
7.320e+00,0.5426,0.296,1.4
7.330e+00,0.5416,0.308,1.4
7.340e+00,0.5412,0.312,1.4
7.350e+00,0.5414,0.3,1.2
7.360e+00,0.542,0.3,1.4
7.370e+00,0.5414,0.316,1.8
7.380e+00,0.5416,0.316,1.4
7.390e+00,0.5412,0.304,1.4
7.400e+00,0.5408,0.304,1.4
7.410e+00,0.5408,0.316,1.6
7.420e+00,0.5398,0.3,1.4
7.430e+00,0.5396,0.3,1.2
7.440e+00,0.5394,0.3,1.2
7.450e+00,0.5396,0.304,1.4
7.460e+00,0.5392,0.3,1.2
7.470e+00,0.539,0.308,1.4
7.480e+00,0.5396,0.308,1.4
7.490e+00,0.5386,0.308,1.4
7.500e+00,0.539,0.3,1.2
7.510e+00,0.5388,0.304,1.4
7.520e+00,0.5378,0.308,1.4
7.530e+00,0.5372,0.312,1.2
7.540e+00,0.538,0.304,2
7.550e+00,0.5382,0.304,1.4
7.560e+00,0.538,0.3,1.2
7.570e+00,0.537,0.304,1.4
7.580e+00,0.5382,0.3,1.8
7.590e+00,0.5376,0.3,1.4
7.600e+00,0.5374,0.296,1.4
7.610e+00,0.5372,0.312,1.4
7.620e+00,0.5382,0.296,1.4
7.630e+00,0.5378,0.308,1.4
7.640e+00,0.5372,0.284,1.8
7.650e+00,0.5374,0.304,1.4
7.660e+00,0.536,0.308,1.4
7.670e+00,0.537,0.308,1.6
7.680e+00,0.5378,0.312,1.2
7.690e+00,0.5374,0.288,1.4
7.700e+00,0.5372,0.312,1.8
7.710e+00,0.5382,0.308,1
7.720e+00,0.537,0.308,1.4
7.730e+00,0.5376,0.304,1.4
7.740e+00,0.5372,0.3,1.4
7.750e+00,0.5378,0.308,1.4
7.760e+00,0.5376,0.304,1.2
7.770e+00,0.5364,0.304,1.6
7.780e+00,0.5368,0.308,1.6
7.790e+00,0.5358,0.292,1.4
7.800e+00,0.5356,0.296,1.4
7.810e+00,0.5358,0.3,1.2
7.820e+00,0.5342,0.308,1.4
7.830e+00,0.5348,0.3,1.6
7.840e+00,0.5338,0.308,1.4
7.850e+00,0.534,0.308,1.4
7.860e+00,0.531,0.308,1.4
7.870e+00,0.5362,0.304,1.2
7.880e+00,0.5268,0.304,1.4
7.890e+00,0.5324,0.304,1.4
7.900e+00,0.5368,0.3,1.4
7.910e+00,0.5344,0.296,1.2
7.920e+00,0.5304,0.312,1.4
7.930e+00,0.5282,0.296,1.2
7.940e+00,0.526,0.308,1.4
7.950e+00,0.527,0.304,1.8
7.960e+00,0.5266,0.296,1.4
7.970e+00,0.526,0.304,1.4
7.980e+00,0.5266,0.304,1.4
7.990e+00,0.5242,0.308,1.4
8.000e+00,0.523,0.308,1.4
8.010e+00,0.524,0.312,1.4
8.020e+00,0.5236,0.304,1.4
8.030e+00,0.5212,0.296,1.4
8.040e+00,0.5218,0.3,1.4
8.050e+00,0.5214,0.304,1.6
8.060e+00,0.5212,0.308,1.8
8.070e+00,0.5192,0.284,1.6
8.080e+00,0.52,0.308,1.4
8.090e+00,0.5202,0.308,1.2
8.100e+00,0.5194,0.308,1.2
8.110e+00,0.5198,0.304,1.4
8.120e+00,0.5188,0.304,1.4
8.130e+00,0.5194,0.324,1.2
8.140e+00,0.5198,0.312,0.6
8.150e+00,0.519,0.312,1.4
8.160e+00,0.5198,0.304,1.4
8.170e+00,0.5206,0.312,1.4
8.180e+00,0.5194,0.296,1.4
8.190e+00,0.5206,0.312,1.4
8.200e+00,0.5208,0.304,1.4
8.210e+00,0.5216,0.304,1.2
8.220e+00,0.5216,0.296,1.4
8.230e+00,0.5236,0.292,1.4
8.240e+00,0.5238,0.308,1.4
8.250e+00,0.5246,0.304,1.2
8.260e+00,0.5252,0.3,1.4
8.270e+00,0.5272,0.316,1.4
8.280e+00,0.5268,0.296,1.4
8.290e+00,0.5278,0.296,1.4
8.300e+00,0.5278,0.308,1.2
8.310e+00,0.5282,0.3,1.2
8.320e+00,0.529,0.312,1.4
8.330e+00,0.5298,0.308,1
8.340e+00,0.5314,0.304,1.4
8.350e+00,0.5326,0.304,1.2
8.360e+00,0.533,0.308,1.2
8.370e+00,0.5344,0.296,1.4
8.380e+00,0.5356,0.308,1.8
8.390e+00,0.5368,0.3,1.2
8.400e+00,0.5392,0.292,1.6
8.410e+00,0.5392,0.308,1.8
8.420e+00,0.5408,0.296,1.6
8.430e+00,0.5416,0.296,1.4
8.440e+00,0.543,0.292,1.4
8.450e+00,0.5432,0.308,1.4
8.460e+00,0.545,0.296,1.8
8.470e+00,0.5454,0.284,1.4
8.480e+00,0.5472,0.292,1.8
8.490e+00,0.5478,0.296,1.2
8.500e+00,0.548,0.296,1.8
8.510e+00,0.5486,0.312,1.6
8.520e+00,0.5498,0.292,1.4
8.530e+00,0.5504,0.304,2
8.540e+00,0.55,0.296,1.4
8.550e+00,0.5504,0.304,1.6
8.560e+00,0.5528,0.308,1.4
8.570e+00,0.5518,0.3,1.4
8.580e+00,0.5524,0.296,1.4
8.590e+00,0.5544,0.296,1.4
8.600e+00,0.5536,0.296,1.4
8.610e+00,0.554,0.296,1.4
8.620e+00,0.5546,0.284,1.4
8.630e+00,0.5542,0.304,1.4
8.640e+00,0.5558,0.308,1.4
8.650e+00,0.5554,0.3,1.8
8.660e+00,0.555,0.296,1.6
8.670e+00,0.5566,0.288,1.8
8.680e+00,0.5578,0.304,1.8
