"TIME","CH1","CH2","CH4"
-2.3730e+01,0.554,0.288,1.2
-2.3720e+01,0.5504,0.308,1.8
-2.3710e+01,0.5466,0.296,1.4
-2.3700e+01,0.5428,0.3,1.4
-2.3690e+01,0.5418,0.3,1.4
-2.3680e+01,0.5484,0.316,1.4
-2.3670e+01,0.5498,0.296,1.2
-2.3660e+01,0.546,0.304,1.8
-2.3650e+01,0.5476,0.296,1.4
-2.3640e+01,0.5466,0.312,1.4
-2.3630e+01,0.5476,0.312,1.2
-2.3620e+01,0.553,0.296,1.8
-2.3610e+01,0.5546,0.288,2
-2.3600e+01,0.5398,0.308,1.4
-2.3590e+01,0.5466,0.308,1.2
-2.3580e+01,0.558,0.296,1.4
-2.3570e+01,0.551,0.308,1.8
-2.3560e+01,0.5484,0.288,1.4
-2.3550e+01,0.5576,0.308,1.4
-2.3540e+01,0.558,0.284,1.8
-2.3530e+01,0.5608,0.304,1.8
-2.3520e+01,0.5656,0.3,1.8
-2.3510e+01,0.556,0.292,1.8
-2.3500e+01,0.5602,0.288,1.8
-2.3490e+01,0.5614,0.304,1.8
-2.3480e+01,0.5534,0.292,1.8
-2.3470e+01,0.5506,0.292,1.4
-2.3460e+01,0.5506,0.304,1.4
-2.3450e+01,0.551,0.316,1.8
-2.3440e+01,0.5544,0.296,1.6
-2.3430e+01,0.5588,0.312,1.4
-2.3420e+01,0.5612,0.304,1.8
-2.3410e+01,0.5626,0.304,1.4
-2.3400e+01,0.562,0.308,1.4
-2.3390e+01,0.562,0.296,1.4
-2.3380e+01,0.5606,0.292,1.6
-2.3370e+01,0.5608,0.32,1.4
-2.3360e+01,0.561,0.304,1.8
-2.3350e+01,0.5488,0.288,1.4
-2.3340e+01,0.5508,0.312,1.8
-2.3330e+01,0.5532,0.312,1.8
-2.3320e+01,0.5426,0.304,1.8
-2.3310e+01,0.5404,0.296,1
-2.3300e+01,0.5404,0.308,1.4
-2.3290e+01,0.5416,0.28,1.4
-2.3280e+01,0.5448,0.28,1.6
-2.3270e+01,0.5524,0.292,1.4
-2.3260e+01,0.5524,0.292,1.2
-2.3250e+01,0.5522,0.304,1.4
-2.3240e+01,0.562,0.3,1.4
-2.3230e+01,0.5574,0.292,1.6
-2.3220e+01,0.5476,0.304,1.2
-2.3210e+01,0.5556,0.296,1.4
-2.3200e+01,0.557,0.304,1.8
-2.3190e+01,0.5506,0.3,1.6
-2.3180e+01,0.539,0.304,1.4
-2.3170e+01,0.5418,0.304,1.4
-2.3160e+01,0.546,0.296,1.6
-2.3150e+01,0.547,0.304,1.6
-2.3140e+01,0.5456,0.296,1
-2.3130e+01,0.5458,0.304,1.4
-2.3120e+01,0.5456,0.304,1.4
-2.3110e+01,0.5478,0.3,1.4
-2.3100e+01,0.551,0.304,1.4
-2.3090e+01,0.5518,0.308,1.4
-2.3080e+01,0.5476,0.312,1.4
-2.3070e+01,0.544,0.308,1.4
-2.3060e+01,0.5428,0.292,1.4
-2.3050e+01,0.5436,0.284,1.8
-2.3040e+01,0.5442,0.304,1.4
-2.3030e+01,0.5412,0.292,1.4
-2.3020e+01,0.5422,0.304,1.6
-2.3010e+01,0.5416,0.316,1.4
-2.3000e+01,0.5408,0.308,2
-2.2990e+01,0.541,0.304,1.4
-2.2980e+01,0.5402,0.304,1.8
-2.2970e+01,0.539,0.304,1.8
-2.2960e+01,0.5476,0.304,1.4
-2.2950e+01,0.5554,0.3,1.4
-2.2940e+01,0.545,0.288,1.4
-2.2930e+01,0.5454,0.284,1.2
-2.2920e+01,0.5436,0.296,1.8
-2.2910e+01,0.5626,0.284,1.6
-2.2900e+01,0.5608,0.308,1.2
-2.2890e+01,0.5576,0.308,1.4
-2.2880e+01,0.5516,0.308,1.8
-2.2870e+01,0.551,0.304,1.4
-2.2860e+01,0.5608,0.296,1.8
-2.2850e+01,0.5476,0.296,1.8
-2.2840e+01,0.5484,0.296,1.8
-2.2830e+01,0.5554,0.3,1.8
-2.2820e+01,0.5556,0.292,1.2
-2.2810e+01,0.5648,0.296,1.4
-2.2800e+01,0.5638,0.308,2
-2.2790e+01,0.5598,0.296,1.4
-2.2780e+01,0.548,0.304,1.4
-2.2770e+01,0.5466,0.316,1.4
-2.2760e+01,0.551,0.308,1.8
-2.2750e+01,0.5596,0.296,2
-2.2740e+01,0.5588,0.308,1.2
-2.2730e+01,0.5628,0.296,1.4
-2.2720e+01,0.5522,0.3,1.8
-2.2710e+01,0.5538,0.296,1.4
-2.2700e+01,0.5548,0.288,1.8
-2.2690e+01,0.5548,0.296,1.4
-2.2680e+01,0.5564,0.3,1.6
-2.2670e+01,0.556,0.304,1.4
-2.2660e+01,0.5608,0.296,1.8
-2.2650e+01,0.5488,0.292,1.8
-2.2640e+01,0.5468,0.284,1.4
-2.2630e+01,0.56,0.312,1.4
-2.2620e+01,0.5526,0.3,2
-2.2610e+01,0.5458,0.304,1.4
-2.2600e+01,0.5436,0.284,1.6
-2.2590e+01,0.5528,0.3,1.8
-2.2580e+01,0.5514,0.308,1.4
-2.2570e+01,0.5506,0.296,1.2
-2.2560e+01,0.5518,0.304,1.4
-2.2550e+01,0.5466,0.3,1.4
-2.2540e+01,0.543,0.3,1.8
-2.2530e+01,0.5442,0.304,1.4
-2.2520e+01,0.5432,0.3,1.4
-2.2510e+01,0.541,0.304,1.2
-2.2500e+01,0.5412,0.3,1.4
-2.2490e+01,0.54,0.3,1.4
-2.2480e+01,0.5454,0.312,1.8
-2.2470e+01,0.5426,0.296,2
-2.2460e+01,0.5404,0.308,1.8
-2.2450e+01,0.5404,0.292,1.2
-2.2440e+01,0.5398,0.304,1.8
-2.2430e+01,0.5402,0.304,1.4
-2.2420e+01,0.5448,0.308,1.4
-2.2410e+01,0.5498,0.284,1.4
-2.2400e+01,0.5486,0.304,1.4
-2.2390e+01,0.547,0.304,1.4
-2.2380e+01,0.5448,0.296,1.4
-2.2370e+01,0.543,0.308,1.4
-2.2360e+01,0.5456,0.292,1.8
-2.2350e+01,0.543,0.304,1.4
-2.2340e+01,0.5424,0.312,1.2
-2.2330e+01,0.5394,0.308,1.4
-2.2320e+01,0.5392,0.296,1.4
-2.2310e+01,0.539,0.304,1.8
-2.2300e+01,0.5378,0.3,1.8
-2.2290e+01,0.54,0.308,1.6
-2.2280e+01,0.5386,0.304,1.4
-2.2270e+01,0.5394,0.288,1.2
-2.2260e+01,0.5392,0.288,1.4
-2.2250e+01,0.5382,0.308,1.4
-2.2240e+01,0.5368,0.304,1.6
-2.2230e+01,0.537,0.304,1.4
-2.2220e+01,0.5378,0.308,1.2
-2.2210e+01,0.5372,0.3,1.4
-2.2200e+01,0.5414,0.292,1.2
-2.2190e+01,0.5394,0.296,1.4
-2.2180e+01,0.5378,0.304,1.4
-2.2170e+01,0.5402,0.304,1.4
-2.2160e+01,0.546,0.3,1.4
-2.2150e+01,0.5448,0.304,1.4
-2.2140e+01,0.5448,0.296,1.8
-2.2130e+01,0.5402,0.296,1.4
-2.2120e+01,0.5376,0.3,1.4
-2.2110e+01,0.5384,0.3,1.4
-2.2100e+01,0.538,0.304,1.8
-2.2090e+01,0.538,0.304,1.4
-2.2080e+01,0.54,0.312,1.4
-2.2070e+01,0.542,0.308,1.8
-2.2060e+01,0.5472,0.28,1.6
-2.2050e+01,0.5436,0.304,1.4
-2.2040e+01,0.541,0.308,1.4
-2.2030e+01,0.5402,0.308,1.4
-2.2020e+01,0.5408,0.308,1.4
-2.2010e+01,0.539,0.304,1.8
-2.2000e+01,0.5388,0.292,1.8
-2.1990e+01,0.5392,0.3,1.4
-2.1980e+01,0.5398,0.288,1.4
-2.1970e+01,0.5388,0.304,1.6
-2.1960e+01,0.5388,0.3,1.4
-2.1950e+01,0.538,0.292,1.8
-2.1940e+01,0.539,0.304,1.4
-2.1930e+01,0.5404,0.308,1.2
-2.1920e+01,0.5462,0.292,1.6
-2.1910e+01,0.5452,0.3,1.2
-2.1900e+01,0.5406,0.292,1.4
-2.1890e+01,0.541,0.304,1.4
-2.1880e+01,0.5392,0.296,1.4
-2.1870e+01,0.5384,0.316,1.8
-2.1860e+01,0.5388,0.288,1.4
-2.1850e+01,0.5388,0.3,1.8
-2.1840e+01,0.5388,0.296,1.4
-2.1830e+01,0.5392,0.308,1
-2.1820e+01,0.5384,0.308,1.4
-2.1810e+01,0.5456,0.288,1.4
-2.1800e+01,0.545,0.296,1.4
-2.1790e+01,0.541,0.292,1.4
-2.1780e+01,0.5406,0.3,1.4
-2.1770e+01,0.5394,0.304,1.2
-2.1760e+01,0.5396,0.308,1.4
-2.1750e+01,0.5392,0.292,1.6
-2.1740e+01,0.5398,0.308,1.4
-2.1730e+01,0.5406,0.296,1.8
-2.1720e+01,0.539,0.304,1.4
-2.1710e+01,0.539,0.304,1.2
-2.1700e+01,0.5382,0.292,1.2
-2.1690e+01,0.54,0.296,1.2
-2.1680e+01,0.5398,0.308,1.4
-2.1670e+01,0.542,0.292,1.4
-2.1660e+01,0.5428,0.304,1.4
-2.1650e+01,0.545,0.292,1.2
-2.1640e+01,0.553,0.288,1.2
-2.1630e+01,0.5544,0.296,1.6
-2.1620e+01,0.5516,0.3,1.4
-2.1610e+01,0.544,0.3,1.6
-2.1600e+01,0.546,0.292,1.4
-2.1590e+01,0.5458,0.3,1.8
-2.1580e+01,0.546,0.308,1.4
-2.1570e+01,0.5462,0.3,1.4
-2.1560e+01,0.5528,0.3,1.4
-2.1550e+01,0.557,0.304,2
-2.1540e+01,0.5544,0.288,1.4
-2.1530e+01,0.547,0.304,1.8
-2.1520e+01,0.5444,0.3,1.4
-2.1510e+01,0.546,0.3,1.8
-2.1500e+01,0.555,0.3,1.4
-2.1490e+01,0.5572,0.308,1.8
-2.1480e+01,0.5578,0.308,2
-2.1470e+01,0.554,0.296,1.4
-2.1460e+01,0.5522,0.308,1.8
-2.1450e+01,0.5548,0.3,1.4
-2.1440e+01,0.5472,0.304,1.4
-2.1430e+01,0.552,0.308,1.4
-2.1420e+01,0.5514,0.3,1.8
-2.1410e+01,0.5482,0.296,1.4
-2.1400e+01,0.5418,0.308,1.6
-2.1390e+01,0.5404,0.304,1.4
-2.1380e+01,0.5456,0.308,1.4
-2.1370e+01,0.5438,0.308,1.4
-2.1360e+01,0.5424,0.296,1.4
-2.1350e+01,0.5436,0.292,1.4
-2.1340e+01,0.5474,0.288,1.8
-2.1330e+01,0.5438,0.312,1.4
-2.1320e+01,0.5402,0.304,1.2
-2.1310e+01,0.5412,0.304,1.6
-2.1300e+01,0.542,0.308,1.8
-2.1290e+01,0.546,0.304,1.8
-2.1280e+01,0.5468,0.312,1.6
-2.1270e+01,0.55,0.316,1.8
-2.1260e+01,0.5512,0.304,1.4
-2.1250e+01,0.5502,0.304,1.2
-2.1240e+01,0.5494,0.288,1.8
-2.1230e+01,0.5426,0.304,1.4
-2.1220e+01,0.5406,0.296,1.8
-2.1210e+01,0.5446,0.304,1.2
-2.1200e+01,0.5426,0.304,1.2
-2.1190e+01,0.541,0.304,1.4
-2.1180e+01,0.5436,0.308,1.4
-2.1170e+01,0.5434,0.292,1.2
-2.1160e+01,0.5432,0.3,1.4
-2.1150e+01,0.5452,0.296,1.4
-2.1140e+01,0.5488,0.296,1.4
-2.1130e+01,0.553,0.304,1.4
-2.1120e+01,0.5478,0.292,1.4
-2.1110e+01,0.545,0.304,1.4
-2.1100e+01,0.55,0.308,1.2
-2.1090e+01,0.5514,0.308,1.8
-2.1080e+01,0.5526,0.296,1.8
-2.1070e+01,0.5554,0.3,1.4
-2.1060e+01,0.5598,0.304,1.4
-2.1050e+01,0.5688,0.292,1.4
-2.1040e+01,0.5574,0.3,1.4
-2.1030e+01,0.5552,0.292,1.8
-2.1020e+01,0.5636,0.284,1.6
-2.1010e+01,0.5616,0.304,1.4
-2.1000e+01,0.5646,0.312,1.4
-2.0990e+01,0.5654,0.304,2
-2.0980e+01,0.5548,0.308,1.4
-2.0970e+01,0.5538,0.292,1.6
-2.0960e+01,0.564,0.304,1.4
-2.0950e+01,0.56,0.296,1.4
-2.0940e+01,0.555,0.308,2
-2.0930e+01,0.5726,0.288,1.4
-2.0920e+01,0.578,0.3,1.2
-2.0910e+01,0.5688,0.288,1.4
-2.0900e+01,0.5564,0.3,1.2
-2.0890e+01,0.5548,0.304,1.4
-2.0880e+01,0.539,0.312,1.4
-2.0870e+01,0.5476,0.304,1.4
-2.0860e+01,0.549,0.308,1.2
-2.0850e+01,0.5512,0.308,1.8
-2.0840e+01,0.5546,0.288,1.2
-2.0830e+01,0.5582,0.308,1.4
-2.0820e+01,0.5588,0.288,1.8
-2.0810e+01,0.5574,0.296,1.6
-2.0800e+01,0.5582,0.3,1.6
-2.0790e+01,0.56,0.312,1.8
-2.0780e+01,0.5662,0.308,1.8
-2.0770e+01,0.551,0.312,1.8
-2.0760e+01,0.5462,0.304,1.8
-2.0750e+01,0.5416,0.3,1.8
-2.0740e+01,0.5398,0.308,1.4
-2.0730e+01,0.5404,0.3,1.4
-2.0720e+01,0.5438,0.304,1.4
-2.0710e+01,0.5446,0.304,1.4
-2.0700e+01,0.5504,0.308,1.2
-2.0690e+01,0.5436,0.304,1.8
-2.0680e+01,0.5458,0.304,1.8
-2.0670e+01,0.546,0.288,1.2
-2.0660e+01,0.5496,0.304,1.6
-2.0650e+01,0.5578,0.3,1.4
-2.0640e+01,0.5564,0.304,1.4
-2.0630e+01,0.552,0.308,1.4
-2.0620e+01,0.5416,0.296,1.6
-2.0610e+01,0.553,0.292,1.8
-2.0600e+01,0.5548,0.304,1.4
-2.0590e+01,0.5586,0.284,1.4
-2.0580e+01,0.5512,0.304,1.4
-2.0570e+01,0.5494,0.308,1.2
-2.0560e+01,0.538,0.288,1.4
-2.0550e+01,0.547,0.308,1.4
-2.0540e+01,0.5552,0.308,1.4
-2.0530e+01,0.5264,0.3,1.4
-2.0520e+01,0.5378,0.304,1.2
-2.0510e+01,0.527,0.296,1.4
-2.0500e+01,0.5366,0.304,1.4
-2.0490e+01,0.5396,0.308,1.4
-2.0480e+01,0.5196,0.312,1.4
-2.0470e+01,0.5258,0.304,1.4
-2.0460e+01,0.546,0.304,1.8
-2.0450e+01,0.535,0.3,1.4
-2.0440e+01,0.5398,0.296,1.8
-2.0430e+01,0.5546,0.304,1.4
-2.0420e+01,0.5436,0.304,2
-2.0410e+01,0.5398,0.308,1.4
-2.0400e+01,0.546,0.3,1.4
-2.0390e+01,0.5362,0.304,1.6
-2.0380e+01,0.5184,0.3,1.4
-2.0370e+01,0.5306,0.308,1.2
-2.0360e+01,0.5134,0.3,1.4
-2.0350e+01,0.5312,0.316,1.4
-2.0340e+01,0.5358,0.308,1.4
-2.0330e+01,0.55,0.308,1.4
-2.0320e+01,0.541,0.296,1.4
-2.0310e+01,0.5526,0.292,1.6
-2.0300e+01,0.5548,0.3,1.8
-2.0290e+01,0.5496,0.308,1.2
-2.0280e+01,0.5448,0.3,1.4
-2.0270e+01,0.543,0.312,1.8
-2.0260e+01,0.5464,0.3,1.2
-2.0250e+01,0.542,0.308,1.4
-2.0240e+01,0.5504,0.3,1.4
-2.0230e+01,0.551,0.304,1.4
-2.0220e+01,0.5518,0.292,1.2
-2.0210e+01,0.5484,0.308,1.4
-2.0200e+01,0.5502,0.308,1.8
-2.0190e+01,0.5488,0.304,1.4
-2.0180e+01,0.5518,0.304,1.6
-2.0170e+01,0.555,0.304,1.4
-2.0160e+01,0.5442,0.308,1.4
-2.0150e+01,0.5426,0.304,1.4
-2.0140e+01,0.5448,0.296,1.4
-2.0130e+01,0.5476,0.3,1.8
-2.0120e+01,0.5466,0.288,1.8
-2.0110e+01,0.5424,0.296,1.4
-2.0100e+01,0.542,0.292,1.8
-2.0090e+01,0.542,0.304,1.4
-2.0080e+01,0.5476,0.296,1.4
-2.0070e+01,0.5438,0.312,1.8
-2.0060e+01,0.5402,0.304,1.4
-2.0050e+01,0.5372,0.308,1.4
-2.0040e+01,0.5362,0.296,1.6
-2.0030e+01,0.5372,0.308,1.4
-2.0020e+01,0.5364,0.288,1.4
-2.0010e+01,0.535,0.308,1.4
-2.0000e+01,0.537,0.308,1.4
-1.9990e+01,0.5362,0.292,1.4
-1.9980e+01,0.5398,0.296,1.4
-1.9970e+01,0.5386,0.304,1.8
-1.9960e+01,0.538,0.304,1.2
-1.9950e+01,0.537,0.308,1.8
-1.9940e+01,0.5352,0.308,1.8
-1.9930e+01,0.535,0.292,1.2
-1.9920e+01,0.537,0.3,1.4
-1.9910e+01,0.5374,0.308,1.4
-1.9900e+01,0.5386,0.304,1.4
-1.9890e+01,0.5386,0.284,1.4
-1.9880e+01,0.5388,0.308,1.4
-1.9870e+01,0.5382,0.308,1.2
-1.9860e+01,0.5388,0.288,1.4
-1.9850e+01,0.5412,0.304,1.2
-1.9840e+01,0.5406,0.304,1.4
-1.9830e+01,0.5396,0.308,1.4
-1.9820e+01,0.5398,0.304,1.4
-1.9810e+01,0.539,0.304,1.4
-1.9800e+01,0.5404,0.312,1.4
-1.9790e+01,0.5402,0.288,1.4
-1.9780e+01,0.5396,0.304,1.4
-1.9770e+01,0.539,0.308,1.8
-1.9760e+01,0.5374,0.308,1.4
-1.9750e+01,0.538,0.292,1.4
-1.9740e+01,0.5442,0.304,1.8
-1.9730e+01,0.5446,0.288,1.6
-1.9720e+01,0.5424,0.3,1.4
-1.9710e+01,0.5418,0.312,1.2
-1.9700e+01,0.5392,0.304,1.4
-1.9690e+01,0.5386,0.308,1.8
-1.9680e+01,0.5426,0.292,1.8
-1.9670e+01,0.5428,0.304,1.2
-1.9660e+01,0.5432,0.296,1.4
-1.9650e+01,0.5436,0.3,1.6
-1.9640e+01,0.5432,0.312,1.6
-1.9630e+01,0.543,0.304,1.4
-1.9620e+01,0.5444,0.308,1.4
-1.9610e+01,0.543,0.304,1.8
-1.9600e+01,0.5436,0.3,1.4
-1.9590e+01,0.5444,0.316,1.4
-1.9580e+01,0.5438,0.312,1
-1.9570e+01,0.543,0.308,1.4
-1.9560e+01,0.547,0.304,1.4
-1.9550e+01,0.5456,0.304,1.8
-1.9540e+01,0.5438,0.3,1.4
-1.9530e+01,0.5426,0.304,1.4
-1.9520e+01,0.546,0.308,1.8
-1.9510e+01,0.5452,0.308,1.4
-1.9500e+01,0.5432,0.296,1.4
-1.9490e+01,0.5404,0.316,1.6
-1.9480e+01,0.541,0.296,1.4
-1.9470e+01,0.5416,0.308,1.8
-1.9460e+01,0.5428,0.308,1.4
-1.9450e+01,0.5418,0.312,1.4
-1.9440e+01,0.5432,0.3,1.6
-1.9430e+01,0.542,0.308,1.4
-1.9420e+01,0.5474,0.32,1.4
-1.9410e+01,0.5492,0.304,1.2
-1.9400e+01,0.547,0.32,1.4
-1.9390e+01,0.5458,0.304,1.4
-1.9380e+01,0.5442,0.3,1.4
-1.9370e+01,0.5446,0.308,1.4
-1.9360e+01,0.5424,0.32,1.4
-1.9350e+01,0.5406,0.304,1.2
-1.9340e+01,0.5426,0.296,1.8
-1.9330e+01,0.5428,0.304,1.4
-1.9320e+01,0.5404,0.296,1.6
-1.9310e+01,0.5398,0.296,1.4
-1.9300e+01,0.5392,0.3,1.2
-1.9290e+01,0.5408,0.3,1.8
-1.9280e+01,0.543,0.304,1.8
-1.9270e+01,0.5434,0.288,1.2
-1.9260e+01,0.5438,0.308,1.6
-1.9250e+01,0.5446,0.292,1.8
-1.9240e+01,0.5452,0.312,1.4
-1.9230e+01,0.5486,0.3,1
-1.9220e+01,0.5468,0.304,1.4
-1.9210e+01,0.5448,0.3,1.4
-1.9200e+01,0.5448,0.308,1.4
-1.9190e+01,0.545,0.304,1.8
-1.9180e+01,0.5454,0.308,1.4
-1.9170e+01,0.5436,0.308,1.4
-1.9160e+01,0.5434,0.296,1.4
-1.9150e+01,0.5444,0.3,1.4
-1.9140e+01,0.544,0.296,1.8
-1.9130e+01,0.546,0.3,1.6
-1.9120e+01,0.5458,0.312,1.4
-1.9110e+01,0.5436,0.316,1.4
-1.9100e+01,0.544,0.316,1.2
-1.9090e+01,0.5418,0.316,1.8
-1.9080e+01,0.5434,0.3,1.4
-1.9070e+01,0.5426,0.304,1.4
-1.9060e+01,0.5414,0.288,1.4
-1.9050e+01,0.5406,0.308,1.6
-1.9040e+01,0.5398,0.304,1.4
-1.9030e+01,0.5378,0.292,1.4
-1.9020e+01,0.5366,0.308,1.4
-1.9010e+01,0.5358,0.304,1.4
-1.9000e+01,0.5374,0.3,1.8
-1.8990e+01,0.5372,0.308,1.4
-1.8980e+01,0.5398,0.3,1.4
-1.8970e+01,0.54,0.312,1.2
-1.8960e+01,0.5424,0.296,1.4
-1.8950e+01,0.5476,0.312,1.4
-1.8940e+01,0.5502,0.288,1.6
-1.8930e+01,0.5462,0.3,1.8
-1.8920e+01,0.5444,0.296,1.4
-1.8910e+01,0.5422,0.308,1.4
-1.8900e+01,0.5422,0.308,1.4
-1.8890e+01,0.5422,0.312,1.4
-1.8880e+01,0.5486,0.308,1.6
-1.8870e+01,0.5468,0.308,1.4
-1.8860e+01,0.5486,0.288,1.2
-1.8850e+01,0.5456,0.3,1.4
-1.8840e+01,0.5456,0.312,1.4
-1.8830e+01,0.5438,0.304,1.4
-1.8820e+01,0.5428,0.3,1.8
-1.8810e+01,0.5416,0.304,1.4
-1.8800e+01,0.5408,0.288,1.8
-1.8790e+01,0.5394,0.3,1.4
-1.8780e+01,0.54,0.304,1.4
-1.8770e+01,0.539,0.308,1.4
-1.8760e+01,0.5394,0.304,1.4
-1.8750e+01,0.5392,0.304,1.4
-1.8740e+01,0.5386,0.304,1.8
-1.8730e+01,0.5382,0.304,1.4
-1.8720e+01,0.5398,0.3,1.2
-1.8710e+01,0.5382,0.312,1.4
-1.8700e+01,0.54,0.288,1.4
-1.8690e+01,0.5442,0.292,1.8
-1.8680e+01,0.5534,0.296,1.4
-1.8670e+01,0.5436,0.312,1.4
-1.8660e+01,0.5492,0.276,1.6
-1.8650e+01,0.5448,0.312,1.4
-1.8640e+01,0.5468,0.296,1.2
-1.8630e+01,0.5456,0.296,1.4
-1.8620e+01,0.549,0.288,1.8
-1.8610e+01,0.545,0.3,1.8
-1.8600e+01,0.5414,0.3,1.4
-1.8590e+01,0.5398,0.308,1.8
-1.8580e+01,0.5426,0.3,1.4
-1.8570e+01,0.5428,0.296,1.8
-1.8560e+01,0.5442,0.308,1.4
-1.8550e+01,0.5572,0.308,1.8
-1.8540e+01,0.5584,0.296,1.4
-1.8530e+01,0.5504,0.288,1.4
-1.8520e+01,0.5526,0.292,1.4
-1.8510e+01,0.555,0.3,1.8
-1.8500e+01,0.553,0.3,1.8
-1.8490e+01,0.5548,0.304,1.4
-1.8480e+01,0.5562,0.3,1.2
-1.8470e+01,0.5486,0.304,1.4
-1.8460e+01,0.5488,0.292,1.8
-1.8450e+01,0.5514,0.3,1
-1.8440e+01,0.5572,0.312,1.8
-1.8430e+01,0.5532,0.3,1.4
-1.8420e+01,0.56,0.304,1.4
-1.8410e+01,0.5512,0.308,1.8
-1.8400e+01,0.5534,0.312,1.4
-1.8390e+01,0.546,0.3,1.6
-1.8380e+01,0.556,0.308,1.4
-1.8370e+01,0.5442,0.304,1.8
-1.8360e+01,0.5472,0.316,1.4
-1.8350e+01,0.5428,0.308,1.4
-1.8340e+01,0.5548,0.3,1.6
-1.8330e+01,0.559,0.288,1.6
-1.8320e+01,0.5414,0.296,2
-1.8310e+01,0.5204,0.3,1.2
-1.8300e+01,0.5398,0.3,1.4
-1.8290e+01,0.5298,0.312,1.2
-1.8280e+01,0.5184,0.296,1.6
-1.8270e+01,0.541,0.308,1.4
-1.8260e+01,0.5404,0.292,1.4
-1.8250e+01,0.5394,0.304,1.4
-1.8240e+01,0.548,0.292,1.2
-1.8230e+01,0.5474,0.308,1.2
-1.8220e+01,0.5456,0.304,1.8
-1.8210e+01,0.5442,0.304,1.4
-1.8200e+01,0.5404,0.3,1.4
-1.8190e+01,0.5388,0.296,1.4
-1.8180e+01,0.5402,0.3,1.4
-1.8170e+01,0.5386,0.3,1.4
-1.8160e+01,0.5388,0.3,1.4
-1.8150e+01,0.5366,0.288,1.4
-1.8140e+01,0.5386,0.3,1.6
-1.8130e+01,0.5362,0.292,1.4
-1.8120e+01,0.5382,0.292,1.4
-1.8110e+01,0.536,0.288,1.4
-1.8100e+01,0.5376,0.304,1.4
-1.8090e+01,0.5378,0.304,1.4
-1.8080e+01,0.5372,0.304,1.4
-1.8070e+01,0.537,0.316,1.4
-1.8060e+01,0.5386,0.284,1.6
-1.8050e+01,0.5364,0.284,1.4
-1.8040e+01,0.5372,0.304,1.4
-1.8030e+01,0.5356,0.304,1.4
-1.8020e+01,0.5376,0.308,1.4
-1.8010e+01,0.537,0.312,1.8
-1.8000e+01,0.5392,0.296,1.4
-1.7990e+01,0.5374,0.284,1
-1.7980e+01,0.539,0.284,1.4
-1.7970e+01,0.5376,0.312,1.4
-1.7960e+01,0.5382,0.312,1.2
-1.7950e+01,0.5382,0.304,1.6
-1.7940e+01,0.5392,0.304,1.4
-1.7930e+01,0.5378,0.288,1.8
-1.7920e+01,0.5384,0.292,1.4
-1.7910e+01,0.5386,0.288,1.6
-1.7900e+01,0.5384,0.304,1.4
-1.7890e+01,0.5378,0.308,1.4
-1.7880e+01,0.5384,0.304,1.4
-1.7870e+01,0.5384,0.304,1.2
-1.7860e+01,0.5384,0.304,1.4
-1.7850e+01,0.5374,0.308,1.2
-1.7840e+01,0.539,0.3,1
-1.7830e+01,0.5384,0.296,1.4
-1.7820e+01,0.5394,0.288,1.4
-1.7810e+01,0.5376,0.312,1.4
-1.7800e+01,0.5384,0.3,1.8
-1.7790e+01,0.537,0.3,1.2
-1.7780e+01,0.5376,0.3,1.8
-1.7770e+01,0.5366,0.296,1.2
-1.7760e+01,0.538,0.304,1.4
-1.7750e+01,0.5372,0.304,1.6
-1.7740e+01,0.5384,0.3,1.4
-1.7730e+01,0.5372,0.288,1.2
-1.7720e+01,0.5392,0.288,1.4
-1.7710e+01,0.5366,0.312,1.6
-1.7700e+01,0.5386,0.296,1.4
-1.7690e+01,0.5386,0.3,1.2
-1.7680e+01,0.5386,0.3,2
-1.7670e+01,0.538,0.3,1.6
-1.7660e+01,0.5398,0.308,1.4
-1.7650e+01,0.5382,0.296,1.2
-1.7640e+01,0.539,0.312,1.8
-1.7630e+01,0.5388,0.292,1.4
-1.7620e+01,0.5394,0.308,1.8
-1.7610e+01,0.5388,0.296,1.4
-1.7600e+01,0.5394,0.292,1.8
-1.7590e+01,0.5386,0.304,1.4
-1.7580e+01,0.5396,0.304,1.8
-1.7570e+01,0.538,0.296,1.4
-1.7560e+01,0.5388,0.3,1.4
-1.7550e+01,0.5382,0.312,1.4
-1.7540e+01,0.539,0.3,1.4
-1.7530e+01,0.5418,0.304,1.4
-1.7520e+01,0.5398,0.312,1.4
-1.7510e+01,0.5388,0.304,1.4
-1.7500e+01,0.5388,0.304,1.4
-1.7490e+01,0.537,0.308,1.4
-1.7480e+01,0.5392,0.292,1.4
-1.7470e+01,0.5384,0.304,1.4
-1.7460e+01,0.5388,0.304,1.2
-1.7450e+01,0.5378,0.304,1.4
-1.7440e+01,0.5392,0.292,1.4
-1.7430e+01,0.5376,0.304,1.4
-1.7420e+01,0.5392,0.308,1.2
-1.7410e+01,0.5376,0.304,1.4
-1.7400e+01,0.5396,0.312,1.4
-1.7390e+01,0.539,0.304,1.2
-1.7380e+01,0.5384,0.288,1.4
-1.7370e+01,0.5394,0.308,1.4
-1.7360e+01,0.5394,0.304,1.4
-1.7350e+01,0.5382,0.304,1.4
-1.7340e+01,0.5404,0.304,1.6
-1.7330e+01,0.5394,0.3,1.4
-1.7320e+01,0.5438,0.304,1.2
-1.7310e+01,0.5384,0.308,1.8
