-5.0000e+00,0.8792
-4.9990e+00,0.8872
-4.9980e+00,0.8832
-4.9970e+00,0.8832
-4.9960e+00,0.8832
-4.9950e+00,0.8852
-4.9940e+00,0.8792
-4.9930e+00,0.8712
-4.9920e+00,0.8732
-4.9910e+00,0.8772
-4.9900e+00,0.8812
-4.9890e+00,0.8792
-4.9880e+00,0.8772
-4.9870e+00,0.8792
-4.9860e+00,0.8772
-4.9850e+00,0.8792
-4.9840e+00,0.8812
-4.9830e+00,0.8852
-4.9820e+00,0.8832
-4.9810e+00,0.8832
-4.9800e+00,0.8832
-4.9790e+00,0.8752
-4.9780e+00,0.8772
-4.9770e+00,0.8852
-4.9760e+00,0.8812
-4.9750e+00,0.8792
-4.9740e+00,0.8832
-4.9730e+00,0.8772
-4.9720e+00,0.8752
-4.9710e+00,0.8792
-4.9700e+00,0.8832
-4.9690e+00,0.8852
-4.9680e+00,0.8852
-4.9670e+00,0.8772
-4.9660e+00,0.8832
-4.9650e+00,0.8872
-4.9640e+00,0.8792
-4.9630e+00,0.8812
-4.9620e+00,0.8852
-4.9610e+00,0.8912
-4.9600e+00,0.8792
-4.9590e+00,0.8792
-4.9580e+00,0.8752
-4.9570e+00,0.8772
-4.9560e+00,0.8732
-4.9550e+00,0.8812
-4.9540e+00,0.8772
-4.9530e+00,0.8792
-4.9520e+00,0.8772
-4.9510e+00,0.8732
-4.9500e+00,0.8712
-4.9490e+00,0.8892
-4.9480e+00,0.8792
-4.9470e+00,0.8852
-4.9460e+00,0.8792
-4.9450e+00,0.8752
-4.9440e+00,0.8852
-4.9430e+00,0.8872
-4.9420e+00,0.8792
-4.9410e+00,0.8852
-4.9400e+00,0.8912
-4.9390e+00,0.8852
-4.9380e+00,0.8912
-4.9370e+00,0.8872
-4.9360e+00,0.8912
-4.9350e+00,0.8872
-4.9340e+00,0.8792
-4.9330e+00,0.8872
-4.9320e+00,0.8812
-4.9310e+00,0.8752
-4.9300e+00,0.8772
-4.9290e+00,0.8692
-4.9280e+00,0.8692
-4.9270e+00,0.8692
-4.9260e+00,0.8692
-4.9250e+00,0.8712
-4.9240e+00,0.8732
-4.9230e+00,0.8772
-4.9220e+00,0.8752
-4.9210e+00,0.8752
-4.9200e+00,0.8812
-4.9190e+00,0.8772
-4.9180e+00,0.8912
-4.9170e+00,0.8872
-4.9160e+00,0.8832
-4.9150e+00,0.8852
-4.9140e+00,0.8932
-4.9130e+00,0.8892
-4.9120e+00,0.8792
-4.9110e+00,0.8852
-4.9100e+00,0.8832
-4.9090e+00,0.8812
-4.9080e+00,0.8812
-4.9070e+00,0.8792
-4.9060e+00,0.8852
-4.9050e+00,0.8732
-4.9040e+00,0.8792
-4.9030e+00,0.8752
-4.9020e+00,0.8772
-4.9010e+00,0.8752
-4.9000e+00,0.8772
-4.8990e+00,0.8792
-4.8980e+00,0.8812
-4.8970e+00,0.8792
-4.8960e+00,0.8792
-4.8950e+00,0.8772
-4.8940e+00,0.8852
-4.8930e+00,0.8792
-4.8920e+00,0.8812
-4.8910e+00,0.8792
-4.8900e+00,0.8852
-4.8890e+00,0.8892
-4.8880e+00,0.8792
-4.8870e+00,0.8752
-4.8860e+00,0.8772
-4.8850e+00,0.8792
-4.8840e+00,0.8832
-4.8830e+00,0.8812
