-6.560e-03,0.342797
-6.558e-03,0.342758
-6.556e-03,0.342825
-6.554e-03,0.342886
-6.552e-03,0.34287
-6.550e-03,0.342883
-6.548e-03,0.342788
-6.546e-03,0.342798
-6.544e-03,0.342766
-6.542e-03,0.342784
-6.540e-03,0.342886
-6.538e-03,0.342909
-6.536e-03,0.342928
-6.534e-03,0.342905
-6.532e-03,0.342791
-6.530e-03,0.342833
-6.528e-03,0.342861
-6.526e-03,0.342842
-6.524e-03,0.3429
-6.522e-03,0.342797
-6.520e-03,0.342841
-6.518e-03,0.34285
-6.516e-03,0.342967
-6.514e-03,0.342945
-6.512e-03,0.342944
-6.510e-03,0.342984
-6.508e-03,0.342994
-6.506e-03,0.342934
-6.504e-03,0.342872
-6.502e-03,0.342889
-6.500e-03,0.342809
-6.498e-03,0.342922
-6.496e-03,0.342822
-6.494e-03,0.342841
-6.492e-03,0.342888
-6.490e-03,0.342892
-6.488e-03,0.342963
-6.486e-03,0.342938
-6.484e-03,0.342894
-6.482e-03,0.34292
-6.480e-03,0.342859
-6.478e-03,0.342891
-6.476e-03,0.342909
-6.474e-03,0.342884
-6.472e-03,0.342825
-6.470e-03,0.342841
-6.468e-03,0.342872
-6.466e-03,0.342853
-6.464e-03,0.342813
-6.462e-03,0.342834
-6.460e-03,0.342795
-6.458e-03,0.342875
-6.456e-03,0.34283
-6.454e-03,0.342848
-6.452e-03,0.342778
-6.450e-03,0.342844
-6.448e-03,0.34287
-6.446e-03,0.342903
-6.444e-03,0.342844
-6.442e-03,0.342967
-6.440e-03,0.342983
-6.438e-03,0.342977
-6.436e-03,0.34287
-6.434e-03,0.342917
-6.432e-03,0.342927
-6.430e-03,0.342872
-6.428e-03,0.342902
-6.426e-03,0.342922
-6.424e-03,0.342919
-6.422e-03,0.342881
-6.420e-03,0.342822
-6.418e-03,0.342852
-6.416e-03,0.34288
-6.414e-03,0.342909
-6.412e-03,0.342827
-6.410e-03,0.342823
-6.408e-03,0.34282
-6.406e-03,0.342828
-6.404e-03,0.342897
-6.402e-03,0.342781
-6.400e-03,0.342963
-6.398e-03,0.342959
-6.396e-03,0.34283
-6.394e-03,0.342797
-6.392e-03,0.343008
-6.390e-03,0.342905
-6.388e-03,0.342897
-6.386e-03,0.342952
-6.384e-03,0.342933
-6.382e-03,0.34288
-6.380e-03,0.342858
-6.378e-03,0.342902
-6.376e-03,0.342908
-6.374e-03,0.342919
-6.372e-03,0.342889
-6.370e-03,0.342908
-6.368e-03,0.342905
-6.366e-03,0.342898
-6.364e-03,0.342809
-6.362e-03,0.342891
-6.360e-03,0.342823
-6.358e-03,0.342867
-6.356e-03,0.342923
-6.354e-03,0.342897
-6.352e-03,0.342934
-6.350e-03,0.342892
-6.348e-03,0.342894
-6.346e-03,0.342912
-6.344e-03,0.342919
-6.342e-03,0.342947
-6.340e-03,0.34293
-6.338e-03,0.342886
-6.336e-03,0.342839
-6.334e-03,0.34283
-6.332e-03,0.342869
-6.330e-03,0.342856
-6.328e-03,0.34293
-6.326e-03,0.342895
-6.324e-03,0.342827
-6.322e-03,0.342827
-6.320e-03,0.342837
-6.318e-03,0.342845
-6.316e-03,0.342891
-6.314e-03,0.342912
-6.312e-03,0.342997
-6.310e-03,0.342988
-6.308e-03,0.342991
-6.306e-03,0.342942
-6.304e-03,0.342802
-6.302e-03,0.34283
-6.300e-03,0.342895
-6.298e-03,0.342867
-6.296e-03,0.342864
-6.294e-03,0.342858
